,WT1,WT2,ALE1,ALE3,ALE4,ALE5,ALE6,ALE7,ALE8,ALE9,ALE10
b2520,353684.0,382947.0,31.6442,68.5284,28.8998,26.7184,23.8032,36.5572,81.6492,59.0483,61.6522
b2521,567562.0,680357.0,49.1805,178.62599999999998,84.1282,71.2007,64.2226,115.18,193.138,134.553,124.654
b2522,817243.0,738692.0,64.9168,112.844,143.899,124.624,140.998,109.87799999999999,87.9296,162.065,116.72399999999999
b2523,754796.0,769553.0,151.011,299.48400000000004,215.96900000000002,195.623,164.52700000000002,232.761,161.928,275.949,203.28799999999998
b2524,2158140.0,1743090.0,418.469,464.892,515.941,578.717,444.825,0.0,321.923,481.86199999999997,344.20099999999996
b2525,1259850.0,1931870.0,303.595,272.981,408.855,358.525,403.329,278.758,272.79,466.142,221.364
b2526,819181.0,1019480.0,215.33700000000002,167.94400000000002,236.386,195.42,261.493,243.31799999999998,150.545,227.676,167.208
b2527,896064.0,1281760.0,142.819,100.008,182.505,131.869,263.58799999999997,215.708,76.4908,158.825,80.6924
b2528,3640810.0,5112530.0,392.71,964.7919999999999,956.538,753.447,704.752,355.01099999999997,344.87199999999996,906.315,614.5
b2529,3721850.0,4788310.0,273.995,838.903,891.3380000000001,659.2810000000001,916.3810000000001,1453.03,484.67900000000003,1096.97,774.743
b2530,4076620.0,5375690.0,458.939,715.6610000000001,806.444,608.57,960.4019999999999,1085.23,413.55,910.87,600.5459999999999
b2531,1699380.0,2069720.0,126.99700000000001,128.32299999999998,209.097,185.864,402.845,273.043,90.8062,168.30200000000002,126.785
b2532,883252.0,794031.0,298.997,557.394,342.18699999999995,216.196,289.779,401.67199999999997,402.533,506.339,524.375
b2533,1839040.0,1737800.0,781.7,75.2831,238.576,251.896,633.004,251.71200000000002,43.9652,93.5029,119.96
b2534,4565.76,12724.2,1.65438,0.854339,0.289123,0.273971,1.51134,1.0499,1.74027,1.38932,0.725074
b2535,78898.3,86827.1,4.23879,4.84382,5.03265,4.30199,3.3864099999999997,5.00736,7.2747399999999995,6.990239999999999,3.5817099999999997
b2536,125553.0,104955.0,29.2684,7.017239999999999,12.2411,19.0192,18.8986,6.57101,6.47156,7.349,6.66122
b2537,162308.0,160861.0,15.2479,10.6801,12.2639,37.58,22.5449,17.5798,10.5204,6.3280400000000006,7.15618
b2538,104841.0,105415.0,9.10812,13.1824,7.344360000000001,10.88,9.10318,10.9914,16.4724,11.626,11.6969
b2539,121557.0,66626.2,9.38913,15.2873,5.17966,8.90457,6.46628,19.1051,14.4107,10.6102,11.382
b2540,161782.0,56946.4,20.8478,19.043,17.0042,11.0193,11.905,0.0,22.8846,17.545,12.0114
b2541,50577.1,67539.3,5.496569999999999,12.3621,8.07825,8.5463,4.86488,2.37842,8.47038,8.45002,4.70634
b2542,58152.3,75717.8,7.47197,7.73561,6.98733,5.938269999999999,5.5525199999999995,0.6795680000000001,7.54448,7.247089999999999,4.68185
b2543,557591.0,412001.0,7.2609,23.8164,12.6903,15.4344,3.76635,3.04739,24.1256,17.9809,13.1479
b2544,53180.9,61848.0,4.6544300000000005,8.6581,6.742380000000001,5.83127,4.02334,4.26478,7.2746,5.41562,5.2659400000000005
b2545,43700.5,52947.4,7.77429,8.32959,7.71267,5.40538,4.579940000000001,5.62915,9.810939999999999,6.921189999999999,9.08071
b2546,9798.33,15326.7,1.89415,3.6440300000000003,1.2267,1.6340700000000001,1.7593599999999998,0.0,1.11414,1.8221599999999998,2.88767
b2547,3627.27,10865.1,1.55939,1.1819899999999999,0.884654,0.849555,0.382519,0.0,0.452387,0.719259,0.941707
b2548,13971.3,4458.88,0.6430319999999999,0.2476,0.250197,1.42771,0.3263,0.0,0.18924100000000002,0.835778,1.89192
b2549,9374.79,16461.4,1.34435,3.07823,0.992557,1.44144,0.841195,2.8966,2.26305,1.40961,1.3625
b2550,106231.0,108349.0,9.9651,19.3195,11.3621,9.36326,8.27966,16.4725,16.569000000000003,11.6278,15.3332
b2551,15639000.0,16803900.0,3422.23,2186.39,3068.12,2523.03,2785.79,3037.99,1743.77,2231.06,2552.48
b2552,147889.0,178139.0,25.883000000000003,45.9986,35.5678,19.9107,35.7783,22.7254,54.349,30.5884,25.8544
b2553,1354100.0,1294140.0,431.805,414.977,442.93,383.983,352.657,340.167,242.862,347.24199999999996,276.62
b2554,243810.0,246937.0,34.3582,21.6973,32.4867,35.0603,26.6482,39.1699,33.5976,27.7759,19.7412
b2555,415790.0,401469.0,54.878,51.8347,56.7552,49.2697,54.8983,63.1598,86.2921,59.1538,55.0201
b2556,178019.0,195504.0,27.2413,51.626000000000005,22.5582,21.7933,19.8598,18.5251,48.0909,37.4293,38.3685
b2557,1894740.0,2069200.0,984.948,328.12,507.534,475.755,552.028,547.035,125.90700000000001,383.749,366.283
b2558,53810.2,60460.4,17.7279,5.99924,8.83227,13.55,10.8999,7.338769999999999,9.07579,6.25775,6.00903
b2559,298101.0,240715.0,152.675,57.1257,45.0308,48.0189,81.9154,29.2003,49.7518,34.8804,46.4192
b2560,325018.0,289706.0,31.7607,90.6331,47.2007,27.1837,22.8862,27.0402,81.9895,71.7253,88.1489
b2561,117319.0,85340.5,17.1563,49.6873,21.9202,22.7582,18.9136,40.0397,43.6609,28.7625,37.5915
b2562,357436.0,386209.0,63.8155,25.4246,45.4423,19.9932,35.4959,0.0,30.1809,19.500999999999998,24.8811
b2563,458106.0,525155.0,67.8065,128.226,120.98299999999999,94.1626,76.9225,65.0178,127.37200000000001,89.566,79.4911
b2564,1105910.0,1150370.0,244.386,380.839,233.56,190.30700000000002,161.66899999999998,192.98,375.042,262.306,278.486
b2565,381295.0,481315.0,77.0593,20.9516,48.6501,52.4586,56.9409,49.6406,17.3862,33.8394,26.495
b2566,1519220.0,1691980.0,369.15,115.801,261.341,249.734,261.383,240.095,97.2956,137.06,127.12200000000001
b2567,1965430.0,1478430.0,215.00799999999998,86.5547,182.625,187.407,257.827,167.342,110.713,95.5001,108.86
b2568,1055560.0,1183400.0,273.097,208.153,271.183,261.449,257.61400000000003,243.007,135.53799999999998,211.483,219.56799999999998
b2569,1443910.0,1565050.0,362.64300000000003,235.192,380.526,278.805,358.337,318.441,221.93200000000002,264.10900000000004,236.472
b2570,500505.0,540654.0,90.9368,39.0439,50.7566,62.4106,59.9382,16.4262,47.1238,42.1329,41.2616
b2571,1251150.0,1334630.0,129.69899999999998,130.283,95.2158,129.922,85.3076,161.119,132.684,127.756,116.806
b2572,3432620.0,3003090.0,287.532,886.3610000000001,318.735,464.81699999999995,198.53,1025.97,580.502,621.996,718.265
b2573,1621910.0,1684470.0,121.338,303.156,172.935,216.787,99.4369,321.02299999999997,269.414,304.10400000000004,289.401
b2574,371813.0,507029.0,60.6674,80.3588,80.8915,89.9035,75.923,73.0008,148.80200000000002,127.639,89.9462
b2575,105980.0,149456.0,36.6503,7.95061,20.0069,17.4215,24.0698,15.2858,7.44481,5.70296,5.97642
b2576,784373.0,809579.0,211.31400000000002,100.79899999999999,124.475,173.49900000000002,148.675,147.77700000000002,107.98299999999999,83.7116,83.7552
b2577,86749.4,58531.1,12.4998,18.2259,13.0105,10.4109,11.9018,12.5988,16.9677,16.0306,14.3806
b2578,38986.6,55860.3,5.64158,6.02498,6.813860000000001,2.9159,4.16101,0.0,5.73399,2.0797,4.46483
b2579,8267930.0,4934610.0,1779.92,9320.27,3435.35,1950.08,653.148,6761.57,14419.0,9876.66,8653.07
b2580,525849.0,367655.0,63.2077,263.205,104.259,78.1602,72.0504,107.475,227.65400000000002,154.915,210.34799999999998
b2581,716727.0,661125.0,256.418,342.526,246.16299999999998,172.19099999999997,169.356,172.65400000000002,264.69,200.771,235.787
b2582,556428.0,432121.0,81.8714,74.5797,60.3762,104.156,89.6054,66.2535,49.1416,46.0622,67.8297
b2583,212281.0,187573.0,36.1395,15.5917,27.6739,26.7041,30.3159,19.8002,21.9983,20.0733,15.8629
b2584,165953.0,154861.0,27.6089,28.0926,19.6981,29.9557,17.7111,32.1224,52.0981,33.7332,20.9121
b2585,1490270.0,1369600.0,171.28400000000002,179.979,272.01,162.92700000000002,235.77200000000002,164.638,212.942,157.078,151.995
b2586,0.0,47650.2,12.6172,14.7676,19.1767,4.9522900000000005,18.3422,0.0,1.8763599999999998,6.59777,10.3264
b2587,9916020.0,10522100.0,420.35900000000004,208.923,764.4960000000001,562.7230000000001,767.9789999999999,343.629,177.405,494.217,253.13099999999997
b2592,363488.0,402253.0,64.5593,305.427,238.274,298.556,60.9034,77.8111,329.856,96.5862,284.42400000000004
b2593,445836.0,613746.0,107.399,62.4985,79.1029,68.3695,87.1092,66.2047,62.4606,67.0184,62.4539
b2594,745228.0,879375.0,164.74200000000002,161.56,134.388,98.8947,145.297,96.1754,140.006,138.437,153.30700000000002
b2595,3568940.0,3682350.0,399.926,376.931,408.289,357.837,388.277,382.14599999999996,371.689,380.333,373.603
b2597,3222940.0,2111870.0,274.723,9125.16,1023.64,1834.26,142.869,1230.09,17098.7,4842.57,3856.4
b2598,16895300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b2599,2141480.0,2275190.0,257.168,208.528,243.378,370.645,298.282,328.439,171.06900000000002,259.504,222.81400000000002
b2600,979116.0,1200950.0,327.77099999999996,155.929,304.982,226.868,406.037,396.10699999999997,32.6675,185.993,184.976
b2601,2566920.0,2643370.0,503.325,112.286,544.906,446.534,892.0830000000001,562.762,36.4536,191.109,152.019
b2602,167146.0,62580.6,1.33949,3.51902,5.328880000000001,4.6165400000000005,0.0,7.5337,7.999680000000001,4.45665,5.9305
b2603,402074.0,240879.0,14.2715,4.2804400000000005,5.17966,21.9646,4.31085,10.9172,12.0864,4.61313,22.2467
b2604,122873.0,142862.0,9.77745,2.07745,3.9781800000000005,8.878789999999999,3.2015599999999997,7.94528,4.33424,2.90148,5.05365
b2605,391316.0,415958.0,22.6204,24.8322,16.9685,46.3002,14.3108,42.0533,17.2881,19.5372,24.7863
b2606,14441700.0,16344400.0,3852.43,2753.59,3441.81,3622.73,4096.26,4053.64,2292.05,3651.52,2862.95
b2607,10627000.0,13551000.0,4284.08,2342.1,3354.88,3317.37,3708.02,2325.13,1967.96,2910.14,2543.65
b2608,14702100.0,17728400.0,4430.2,2305.3,3179.66,3403.41,3864.23,3949.59,1929.26,2824.46,2394.42
b2609,10613300.0,12429300.0,4115.73,2518.44,4440.64,3371.31,4130.28,0.0,1958.28,2685.27,2300.21
b2610,1029350.0,1154990.0,270.72,457.379,258.555,243.199,227.905,280.57,345.41,304.775,352.255
b2611,429124.0,506785.0,73.9861,111.242,66.8717,58.5636,66.533,63.563,120.33200000000001,78.9112,104.90799999999999
b2614,1544950.0,1555130.0,468.716,833.039,984.7869999999999,912.847,487.548,402.526,838.352,457.167,843.329
b2615,504366.0,656754.0,52.6108,84.0966,74.6461,56.6904,51.2458,59.0956,120.609,107.884,71.2502
b2616,195717.0,211478.0,29.5403,32.7426,36.9703,35.3015,36.4525,36.5899,41.5114,49.0331,31.6042
b2617,3422590.0,2505950.0,490.686,774.9839999999999,503.899,413.754,431.904,456.32300000000004,591.717,69.0683,693.176
b2618,411363.0,346570.0,147.984,69.6893,97.2888,120.912,129.218,111.265,96.7059,122.223,67.9884
b2619,681011.0,696749.0,114.465,119.81700000000001,157.85399999999998,127.57600000000001,148.15200000000002,173.532,178.222,172.782,110.825
b2620,1304390.0,1321950.0,252.59400000000002,644.946,379.209,261.026,193.442,346.131,489.829,440.23800000000006,460.44199999999995
b2621,763467000.0,822309000.0,119963.0,206662.0,184054.0,160907.0,201062.0,272986.0,397084.0,261022.0,306823.0
b2622,569401.0,522784.0,40.3925,108.329,64.7639,55.8926,37.8458,65.8158,211.457,115.146,92.5014
b2623,103230.0,25355.6,1.8290799999999998,7.43743,1.8161,3.6979800000000003,3.38522,4.65661,4.50774,4.32908,6.96701
b2624,144550.0,116248.0,0.0,0.0,0.0,0.0,0.0,0.0,8.97438,4.57526,0.0
b2625,22248.9,20566.7,0.632911,1.6023100000000001,1.12104,1.2288700000000001,1.0394,0.0,0.613143,1.26029,0.816916
b2626,49896.5,23624.1,0.286615,0.911877,1.89258,0.0,1.56087,0.0,0.6947439999999999,1.20095,0.965778
b2627,250455.0,284858.0,12.364,5.4511,20.272000000000002,21.2389,13.8003,13.6919,11.931,13.8771,8.731580000000001
b2628,334116.0,374278.0,23.2288,35.289,26.7167,34.3324,19.3504,36.4323,58.1183,40.3032,39.5836
b2629,33128.9,0.0,1.37575,0.0,0.0,2.75216,5.2186699999999995,0.0,6.23865,2.08981,4.573
b2630,1374410.0,1147520.0,69.6178,96.3582,69.5494,73.5604,81.695,106.102,110.00399999999999,110.70700000000001,118.501
b2631,673141.0,590815.0,70.832,66.8431,24.3307,38.9813,59.7066,21.2651,72.1106,65.3998,54.9048
b2632,25765.4,41759.8,3.96049,6.14316,5.64841,3.37788,1.3603399999999999,5.41499,5.58573,6.36802,5.461530000000001
b2633,7481.42,22206.6,1.00381,1.56186,0.318247,0.6015,0.0,0.0,0.715531,1.2900399999999999,1.1926700000000001
b2634,0.0,0.0,1.9690599999999998,4.64939,2.39125,1.8691400000000002,1.3096,6.047680000000001,1.47749,2.9127,1.9709900000000002
b2635,43272.2,0.0,3.73395,3.9057699999999995,5.68759,7.99935,4.113519999999999,0.0,2.9830200000000002,3.00916,1.6390200000000001
b2636,5967.36,6483.26,3.8297199999999996,4.80304,3.4735400000000003,4.68549,1.7538200000000002,4.03124,1.21464,3.93626,4.39537
b2637,43860.1,29882.2,3.9604199999999996,10.9288,4.698919999999999,5.6757800000000005,3.15017,0.0,16.0406,6.88267,10.4689
b2638,123321.0,70889.6,1.8085099999999998,0.0,1.99675,0.0,1.40205,0.0,3.7890099999999998,2.5378,0.699229
b2639,121557.0,76876.4,11.6425,3.66894,8.41695,8.31093,9.48387,5.45861,6.5080599999999995,9.45691,6.72573
b2640,0.0,0.0,0.0,0.0,13.2293,0.0,0.0,0.0,11.4973,0.0,3.18704
b2641,92100.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0156,0.0,10.009
b2642,407137.0,153399.0,1.19357,2.57706,2.18083,3.3323,5.153490000000001,0.43828199999999995,2.2692,2.60482,0.38333
b2643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.572281,0.0,0.0
b2644,0.0,0.0,0.0,1.3795600000000001,0.737761,0.0,0.0,0.0,0.523882,1.56298,0.5832069999999999
b2645,0.0,11598.4,0.0,1.62429,0.0,1.61236,0.0,0.0,2.46616,1.23881,0.0
b2646,0.0,21605.4,3.2804800000000003,1.48383,0.0,0.0,0.0,0.0,1.1255899999999999,2.8264299999999998,1.87265
b2647,37837.4,46079.0,2.28199,3.3578699999999997,1.6106,1.94205,1.37596,1.7306700000000002,2.57441,2.31257,3.4014900000000003
b2649,10458.4,8723.38,0.0,1.3131,0.335127,0.0,0.0,1.23925,1.25296,0.36983299999999997,0.278487
b2650,0.0,0.0,0.418896,0.689782,0.0,0.0,0.0,0.0,0.0,0.0,0.291603
b2659,150807.0,145978.0,5.9922699999999995,9.48161,7.56584,12.47,2.96045,7.222180000000001,8.9629,4.86646,6.77875
b2660,175771.0,243431.0,8.68927,7.07538,6.18141,11.4857,4.72518,6.33615,7.21758,6.52535,5.1632
b2661,378093.0,433068.0,19.6351,10.8652,15.504000000000001,25.5904,9.15436,10.1642,12.474,13.4283,13.1239
b2662,410563.0,440689.0,24.4908,10.4053,20.1306,27.7048,10.3928,19.4035,12.2161,12.4346,12.5741
b2663,75145.8,118377.0,3.4002199999999996,0.807175,2.90476,3.25013,1.4664,0.558133,0.741284,2.2977,0.685869
b2664,115584.0,149855.0,14.6104,26.0573,9.11693,19.0764,9.147210000000001,11.6986,15.6984,17.5443,29.7443
b2665,1576340.0,1384010.0,39.3477,138.281,89.6145,67.7969,43.2071,62.1684,135.159,82.7193,99.6665
b2666,303900.0,663610.0,64.2833,71.8096,176.294,54.3652,79.634,0.0,161.308,63.8161,108.721
b2667,173914.0,130221.0,32.2239,43.4088,39.4299,39.5228,19.6928,37.5976,34.4396,36.7626,26.9554
b2668,156253.0,176422.0,11.075999999999999,12.6027,19.6693,23.2972,13.9317,10.6386,24.1834,14.0325,8.37872
b2669,4431630.0,2661720.0,335.606,48.5808,297.018,423.42400000000004,188.813,254.231,80.8649,55.9581,171.201
b2670,0.0,19046.0,2.34213,752.342,20.2901,15.2352,0.0,11.6566,350.94,120.238,526.714
b2671,130864.0,39773.7,12.0011,8.02394,4.64495,19.804000000000002,6.43489,9.5555,12.1659,9.15991,11.8223
b2672,1426080.0,1263080.0,45.0241,53.2119,38.0301,55.257,12.0889,39.6803,48.6201,24.9269,39.6264
b2673,393501.0,382745.0,5.01523,41.1563,86.846,45.4149,0.0,0.0,26.1913,15.8214,24.4541
b2674,366824.0,432989.0,3.26684,37.0243,73.4417,30.7934,3.45799,0.0,41.3979,9.81922,9.7645
b2675,217579.0,280221.0,4.17115,17.7281,33.4923,20.0166,3.45152,2.67136,12.8937,6.29827,7.53647
b2676,139858.0,149266.0,2.81601,4.08715,16.2781,11.7863,1.51704,0.927133,7.41818,4.886769999999999,4.4456
b2677,391349.0,376828.0,17.6034,1.7405099999999998,13.7806,23.9387,17.0361,9.51395,1.4793100000000001,5.36285,9.035160000000001
b2678,221397.0,235443.0,16.2274,7.85193,16.2743,20.4685,11.0404,4.80624,3.2589799999999998,6.72881,19.7177
b2679,321762.0,385931.0,24.1677,18.8481,22.0062,41.1642,15.3149,9.71771,12.3482,16.4327,41.8767
b2680,32258.4,16681.3,2.67132,13.1612,3.4705699999999995,2.65447,4.99287,0.0,4.015569999999999,19.1656,14.354000000000001
b2681,2282.88,25448.3,1.65438,2.56302,1.44561,0.8219129999999999,0.9445879999999999,2.0998099999999997,0.6526029999999999,3.8473599999999997,2.2960700000000003
b2682,905124.0,1001670.0,121.93700000000001,78.0605,120.412,130.661,132.019,81.9876,85.4774,49.6972,41.5284
b2683,728348.0,971159.0,157.332,22.7484,141.27100000000002,106.854,144.459,64.3288,46.3636,11.9107,20.9399
b2684,2620870.0,2018260.0,221.095,205.623,421.11699999999996,391.57099999999997,421.88800000000003,186.72400000000002,437.725,175.50900000000001,177.247
b2685,542303.0,545736.0,119.087,39.2758,105.52799999999999,97.0099,135.444,85.7336,24.0936,68.5917,54.3597
b2686,214521.0,275626.0,55.221000000000004,13.1735,39.7126,41.61600000000001,46.543,19.8528,12.8547,28.4046,19.992
b2687,4768010.0,4677400.0,617.116,685.2410000000001,705.815,534.668,404.75,420.35400000000004,802.919,548.669,578.4259999999999
b2688,1544120.0,1549630.0,227.917,196.68900000000002,232.63099999999997,207.356,176.799,230.92700000000002,229.957,217.898,212.50099999999998
b2689,372673.0,438151.0,62.3028,96.3885,71.7244,70.8213,69.8169,53.3338,85.3888,77.8123,72.7462
b2690,767870.0,564899.0,211.55700000000002,305.33099999999996,161.91899999999998,166.148,147.122,218.755,254.19299999999998,213.051,244.583
b2696,20695100.0,17597300.0,2235.15,5028.96,2981.67,2524.26,2774.87,0.0,5682.12,3778.29,4545.76
b2697,3387900.0,3522620.0,787.47,492.07800000000003,697.64,625.049,582.617,694.865,302.65,589.737,510.151
b2698,14794.7,21585.6,12.6736,20.7456,12.4146,10.0797,8.2837,5.92264,14.7785,14.1913,12.0632
b2699,2394420.0,2403000.0,481.42,916.931,531.2669999999999,468.32199999999995,455.18699999999995,521.903,721.018,665.785,695.8689999999999
b2700,452909.0,441000.0,108.314,87.0971,74.6085,83.3781,93.0881,42.0526,55.2298,79.5923,75.3238
b2701,209215.0,269770.0,42.8512,19.4916,28.0047,36.1723,30.2928,35.8721,20.0953,16.3386,16.1811
b2702,0.0,13658.5,0.997684,3.2125,5.61359,7.78083,1.11628,2.28003,6.51922,3.6310000000000002,2.26657
b2703,18510.6,11482.0,2.81601,3.32081,3.10059,6.6298,2.69695,1.85427,1.95215,3.6411300000000004,1.7348700000000001
b2704,32440.5,60819.2,2.59934,6.7976,6.402819999999999,10.0238,8.780380000000001,0.0,11.16,5.5934099999999995,3.3420300000000003
b2705,26662.5,44462.4,11.8034,15.7496,18.4891,15.4963,13.9098,8.8885,21.2293,14.0956,10.9439
b2706,43096.2,110474.0,6.21814,13.3747,9.71562,7.184410000000001,8.60145,0.0,19.3496,10.6295,8.7066
b2707,201964.0,224488.0,31.8613,117.162,43.6139,36.2151,26.541999999999998,35.9975,163.08,89.1549,105.271
b2708,218406.0,246163.0,54.2513,103.91,52.795,47.99,45.3041,42.2679,114.275,59.1291,78.96300000000001
b2709,49461.9,43364.1,11.8638,25.9443,20.1526,12.9966,10.3038,9.1092,22.6806,21.1971,15.2208
b2710,48555.6,44472.3,4.531619999999999,10.0062,4.68569,3.7467099999999998,3.14183,2.15662,7.17974,6.85095,5.845680000000001
b2711,13475.9,22629.0,2.44292,3.53122,2.92387,1.39581,1.6307,0.735321,3.3359900000000002,3.03646,2.99918
b2712,33472.5,44731.0,8.41175,16.5112,8.885589999999999,8.66718,5.3235,11.3587,30.2134,14.1561,19.2936
b2713,13670.6,19997.7,3.2948800000000005,3.5676099999999997,1.25641,2.30793,0.835701,2.6261099999999997,1.8084900000000002,2.69073,0.754726
b2714,38494.6,25812.4,11.4727,26.2288,12.5147,10.0801,11.6074,8.57698,32.9906,16.274,18.4236
b2715,41576.2,39611.1,8.53028,12.9448,5.3867400000000005,6.49924,5.2923800000000005,4.2466099999999996,13.6823,10.9656,10.9347
b2716,53016.4,46451.6,6.14918,15.6682,9.96308,6.37206,7.9023699999999995,7.1019,13.0818,10.1361,11.9691
b2717,206241.0,165721.0,30.0597,118.16,30.9456,33.669000000000004,24.3651,34.4583,99.5573,64.2423,111.449
b2718,101896.0,88065.5,11.9784,30.5451,16.3204,4.52844,11.7572,20.2269,18.2431,17.885,18.7478
b2719,43519.9,51386.9,10.2893,9.92414,4.89968,5.93565,4.12945,6.50931,8.09646,7.84092,9.7241
b2720,0.0,14409.3,3.16202,3.97899,4.18964,2.20479,1.98747,2.47011,3.02661,2.78551,2.40558
b2721,12640.4,30797.9,3.6516800000000003,4.49189,1.53318,2.08973,1.98678,8.72852,2.75153,3.36315,2.50901
b2722,4310.55,2404.75,2.42994,1.8773799999999998,2.17373,1.28948,1.24167,11.7603,2.45903,1.5093299999999998,1.82123
b2723,1957.75,11013.5,1.1049200000000001,1.4291399999999999,1.18426,0.5702050000000001,0.6135520000000001,2.82198,1.82407,1.5156399999999999,1.7210599999999998
b2724,14742.8,4068.29,0.29636399999999996,2.83588,1.4746299999999999,0.0,0.324626,7.7523800000000005,0.720024,1.42318,1.00101
b2725,0.0,6095.58,0.449117,0.745345,1.6057700000000001,0.7260989999999999,0.0,3.6221099999999997,0.56575,0.0,2.51957
b2726,54256.0,48176.6,13.0543,145.328,2.96042,12.6838,3.06838,0.0,218.356,69.4614,133.759
b2727,99425.2,118542.0,37.9801,624.249,47.4898,49.427,19.9251,84.2294,738.482,263.524,539.33
b2728,45950.8,15883.4,26.4962,172.28900000000002,9.58835,14.8569,4.58555,0.0,371.519,85.7711,159.026
b2729,100641.0,124104.0,28.8603,126.89,13.9687,22.4241,15.4261,23.8709,249.91400000000002,51.0338,79.8882
b2730,119976.0,120354.0,28.0063,52.5089,17.3571,17.713,14.984000000000002,22.8698,83.7322,23.3882,33.005
b2731,124874.0,107144.0,13.2888,6.08288,8.69696,9.17724,6.5544199999999995,9.349,12.1619,6.905989999999999,5.34696
b2732,0.0,0.0,7.13427,13.8803,11.5857,9.95082,7.995989999999999,8.58686,17.2144,14.8749,6.9080699999999995
b2733,292793.0,272820.0,93.52600000000001,80.9268,75.1525,68.7842,58.8571,77.95,68.92,81.7112,85.8656
b2734,33433.0,7398.41,1.34461,0.42583000000000004,0.8803770000000001,2.87913,1.44963,0.0,0.0,0.320316,0.36090500000000003
b2735,56969.2,92173.0,22.3038,47.7699,30.1764,25.9779,12.8127,28.1642,33.7387,32.4596,31.015
b2736,13195.1,22076.8,2.12514,4.382280000000001,1.11075,3.42441,2.17604,1.00389,3.13879,3.1858,1.62733
b2737,16285.8,31006.1,4.06785,6.82075,2.61977,3.85077,3.01471,4.24535,6.29091,4.81184,4.34511
b2738,27778.7,26869.5,3.9097199999999996,4.4339900000000005,2.7563299999999997,1.28545,4.543159999999999,1.7870700000000002,7.77128,4.670730000000001,4.88451
b2739,10717.9,26807.4,3.23506,5.3895800000000005,1.72128,3.8945,2.93275,2.55531,5.91339,3.54241,2.57164
b2740,17655.9,25907.2,2.1892099999999997,4.66019,2.83012,2.71294,1.62125,1.15375,4.33039,4.551069999999999,4.10105
b2741,2874140.0,3171250.0,322.607,1463.3,707.164,424.108,404.63599999999997,293.298,1493.57,709.5419999999999,814.673
b2742,1078080.0,1534960.0,96.3024,196.07,103.738,82.2186,79.779,85.4231,396.028,125.78399999999999,136.73
b2743,434812.0,448857.0,90.2838,104.866,82.3272,59.5021,61.4982,70.3455,94.8326,83.0368,91.1694
b2744,640210.0,772393.0,139.1,120.021,123.86399999999999,128.999,115.32,130.533,127.494,124.859,118.964
b2745,612791.0,670776.0,166.232,99.316,134.17600000000002,132.894,106.44200000000001,112.734,107.698,109.574,91.5087
b2746,595337.0,621177.0,183.565,66.2352,119.427,126.85600000000001,113.882,190.544,66.7146,107.96600000000001,84.5864
b2747,382011.0,493731.0,180.313,42.2454,88.3977,93.25299999999999,90.7049,153.855,46.4474,46.3452,53.8915
b2748,480293.0,457489.0,233.554,90.3186,117.115,132.13299999999998,115.589,76.4009,78.9519,57.8659,57.302
b2749,190507.0,268492.0,45.1489,65.1467,25.7529,43.0541,55.2999,50.7158,52.9668,57.3468,65.2335
b2750,530616.0,643210.0,294.443,312.27,272.122,291.863,489.226,647.855,217.37099999999998,393.087,288.903
b2751,1885970.0,2417010.0,761.7180000000001,1294.6,671.3810000000001,696.63,953.37,1296.76,803.65,1384.35,1114.3
b2752,2801750.0,2921490.0,875.204,1189.79,978.568,1011.52,1420.23,2792.82,502.207,2067.79,1234.45
b2753,211463.0,184111.0,27.4356,9.72689,9.80914,26.6962,9.281889999999999,29.8825,7.7902,11.3759,19.4687
b2754,83368.3,275143.0,7.944189999999999,8.68962,5.49217,2.17624,0.0,0.0,9.925,4.98525,11.8545
b2755,93422.8,123614.0,5.07388,9.46563,4.1111,5.46161,4.47357,4.94717,10.1249,7.00138,9.64147
b2756,136411.0,137923.0,2.43723,2.92152,4.5658900000000004,9.89333,2.6826,2.01368,0.741611,3.1162900000000002,7.63015
b2757,151505.0,67823.6,3.8897800000000005,5.3248,3.3802199999999996,8.699860000000001,4.44855,8.09378,3.74744,4.00438,10.5897
b2758,72218.9,84745.2,1.98669,0.6525880000000001,0.656944,2.50652,0.997927,1.5479399999999999,0.998007,1.46786,2.40158
b2759,67828.2,79772.8,4.18896,2.06935,2.9510400000000003,5.36814,0.98695,6.46973,1.04776,1.3024799999999999,2.62443
b2760,14541.7,16333.9,0.5860810000000001,0.148088,0.147787,1.2772700000000001,0.766842,0.508563,0.340068,0.44364,0.6292439999999999
b2761,22723.1,17572.4,1.41378,0.784991,0.776667,2.70295,1.60612,3.1259799999999998,0.601521,0.939643,1.43525
b2762,2099230.0,2736240.0,533.2130000000001,743.937,1085.63,788.7810000000001,1831.26,2136.35,938.59,1220.52,731.985
b2763,2423290.0,2901230.0,1094.98,1301.47,1523.58,1035.79,2044.37,2468.87,1362.45,1618.2,1196.66
b2764,2808220.0,3334960.0,1296.05,1372.04,1691.35,1156.04,2301.85,2661.2,805.93,1802.75,1303.89
b2765,526511.0,348663.0,75.0116,52.7853,66.6109,60.0151,108.01100000000001,67.8033,23.1102,42.7838,46.9498
b2766,19149.5,23121.3,5.3418,7.41735,3.98826,7.11494,3.7692,5.05339,10.7961,10.845,5.60982
