,WT1,WT2,ALE1,ALE3,ALE4,ALE5,ALE6,ALE7,ALE8,ALE9,ALE10
G0-10202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0-10525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0-10528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0-10529,155621.0,167828.0,27.8873,59.0698,34.4702,23.4889,21.092,40.4627,60.0632,47.8963,46.3645
G0-10530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0-10531,207499.0,201746.0,24.4954,67.5415,35.8286,21.8371,22.6648,40.4141,54.2216,49.7877,47.9357
G0-10535,24516.5,60345.3,17.6114,29.4604,10.1006,13.915999999999999,14.4937,9.621960000000001,21.9717,17.3682,21.503
G0-10536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0-10537,40936.0,67663.3,20.4009,44.8196,17.6668,10.0704,8.69933,10.1942,24.537,22.5276,37.6262
G0-10538,73384.1,101708.0,15.172,38.9117,13.2353,15.1551,14.1008,21.3232,22.0092,28.3518,30.9429
G0-10539,37000.5,23202.8,14.7222,24.0912,8.5008,5.68145,7.888839999999999,15.0916,18.7103,19.3566,22.4036
G0-10540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0-10541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0-10542,273852.0,288337.0,40.2897,78.4622,41.4461,33.3537,31.7286,41.7323,62.1455,59.6791,60.4385
G0-10543,312351.0,264691.0,45.102,79.0616,38.424,38.6945,32.7234,34.7202,63.5673,60.8468,60.8267
G0-10544,255669.0,288450.0,46.7588,75.9439,32.9994,39.6772,34.2517,39.3526,58.355,58.0214,59.4606
G0-10545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0-10546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0-10624,41926.8,15968.4,1.68167,3.0171099999999997,2.81774,2.88488,3.2951699999999997,1.33346,1.86487,4.05636,3.4852
G0-8861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0-8893,0.0,1107260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0-8894,0.0,0.0,0.0,22.3355,0.0,0.0,0.0,0.0,0.0,0.0,10.0978
G0-8896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0-8897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0-8898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0-8900,0.0,2146750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0-8902,7584.44,0.0,0.0,4.19581,1.17366,0.0,3.20467,0.0,1.58972,5.17405,4.86492
G0-8903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0-8906,12297.2,0.0,1.47947,4.1384300000000005,2.70289,1.61594,1.21498,0.0,2.5112099999999997,2.1923,2.44658
G0-8907,0.0,0.0,0.0,2513.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0-8908,91582.4,30612.9,0.0,0.0,0.0,6.65194,0.0,0.0,0.0,9.92659,5.36892
G0-8911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0-8912,566586.0,442463.0,2.29786,19.9277,0.0,10.3147,16.7403,0.0,7.610130000000001,21.2298,20.9583
G0-9281,0.0,0.0,,,,,,,,,
G0-9381,5851280.0,7375040.0,1301.06,1401.36,0.0,1740.45,2645.45,0.0,0.0,0.0,0.0
G0-9383,760702.0,1412950.0,251.387,167.00900000000001,99.1222,235.102,0.0,0.0,189.86599999999999,109.238,140.928
G0-9384,0.0,2537500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0-9385,761563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G0-9387,2950510.0,3893160.0,1451.31,2959.5,1855.46,2425.04,1724.16,0.0,3243.48,2211.12,2063.55
b0001,44230700.0,54249700.0,0.0,0.0,0.0,0.0,24129.6,0.0,14000.8,0.0,0.0
b0002,5903230.0,6828480.0,1316.77,1413.25,1464.57,1609.09,1817.91,1362.52,1040.33,1303.92,1421.02
b0003,4255270.0,5010120.0,1372.14,1105.92,1163.42,1349.63,1359.75,1054.17,686.7560000000001,907.4060000000001,1052.55
b0004,4398870.0,4961880.0,1229.55,1130.39,1155.43,1420.32,1421.6,777.677,739.293,931.0260000000001,1086.39
b0005,279262.0,345581.0,300.85,157.045,194.00799999999998,216.72299999999998,403.957,198.62599999999998,101.744,196.28400000000002,164.49
b0006,643077.0,646356.0,72.4653,120.255,100.179,93.7924,94.5248,51.1062,112.61200000000001,127.021,90.29299999999999
b0007,46329.0,50566.5,3.7341699999999998,48.665,7.86782,4.68011,2.24648,6.52104,36.4022,33.6216,45.3009
b0008,8659010.0,7751160.0,1434.49,2727.82,1956.98,1969.3,1521.73,2052.59,3447.58,2107.05,2184.66
b0009,331386.0,305083.0,116.59299999999999,165.185,78.6215,92.8227,75.5916,142.483,108.181,100.015,134.583
b0010,209419.0,230479.0,52.1466,30.2676,25.5954,29.3203,38.7163,33.8281,37.1793,28.2068,31.6968
b0011,5982.59,33179.2,1.20347,4.16191,1.55494,3.28465,2.55341,1.4688299999999999,4.61764,2.9861299999999997,2.24572
b0012,0.0,5645.46,1.24472,0.0,0.0,0.0,0.0,0.0,0.0,0.515442,0.577091
b0013,0.0,7519.0,0.558412,1.90513,0.0,0.9326530000000001,0.7152,0.0,1.44402,2.1661200000000003,0.803758
b0014,1881810.0,1951880.0,463.42400000000004,1718.59,1855.61,2592.62,521.903,558.251,1172.33,495.35400000000004,1917.54
b0015,496789.0,573149.0,178.482,260.07099999999997,462.875,526.93,188.16,126.19,168.771,116.853,259.116
b0016,242816.0,196589.0,55.3586,37.1894,65.635,64.26899999999999,60.668,39.97,28.6017,35.4487,32.3969
b0018,0.0,90636.0,19.1817,31.1214,0.0,0.0,0.0,0.0,14.2741,24.3076,38.6299
b0019,231259.0,248049.0,34.3799,29.6903,25.7947,35.2345,25.9527,22.6419,14.8834,29.0966,31.0122
b0020,291479.0,201954.0,14.9367,26.4059,25.381,19.5766,16.5755,17.1496,27.7387,23.2218,26.2648
b0021,15333.4,0.0440875,8.39814e-05,5.23749e-05,1.75573e-05,5.125219999999999e-14,4.9546300000000004e-05,4.91326,4.1214499999999996e-05,1.54046e-05,0.00011705899999999999
b0022,207536.0,35760.6,14.5488,24.83,14.7961,0.00138376,6.64577,0.0,38.3006,38.7355,51.86
b0023,28938100.0,24652700.0,10307.1,2175.08,5956.21,6181.34,9291.84,346.216,2162.73,3849.42,2784.96
b0024,26738.7,53951.0,0.0,36.777,16.6472,10.905,0.0,0.0,8.026019999999999,24.4637,19.9091
b0025,1709140.0,1778440.0,285.125,445.35699999999997,273.888,271.948,264.3,261.08,404.098,301.847,363.50800000000004
b0026,3446000.0,3841030.0,675.5089999999999,716.4939999999999,688.966,524.7230000000001,519.827,560.109,787.117,671.7230000000001,588.128
b0027,1728030.0,2016060.0,274.704,273.888,246.75599999999997,232.801,320.14,338.26,259.35,358.37,368.14099999999996
b0028,1430380.0,1764930.0,277.776,264.062,206.282,218.62599999999998,215.467,7.77105,222.894,237.52200000000002,231.675
b0029,909184.0,1014960.0,222.016,216.38099999999997,193.83900000000003,183.907,179.899,198.301,143.424,154.289,162.401
b0030,69804.9,92471.3,37.4171,33.1334,45.9696,48.3184,33.6102,38.774,39.217,35.2569,20.7471
b0031,1122210.0,996521.0,776.75,276.13599999999997,392.717,643.906,654.7909999999999,748.1460000000001,157.417,436.971,220.113
b0032,2973880.0,2949110.0,1440.46,69.7094,615.536,658.717,1860.93,1616.81,15.6346,335.135,153.924
b0033,2572500.0,2754980.0,1650.34,374.934,774.008,720.918,2140.47,1370.29,388.034,1122.8,672.2460000000001
b0034,108711.0,132706.0,22.6476,15.9357,13.2862,29.2843,107.015,45.5793,17.3606,39.278,36.5465
b0035,7741.41,0.0,1.5559100000000001,0.9964069999999999,0.519834,1.92871,1.37529,6.22294,0.379335,0.750369,1.6878099999999998
b0036,5280.34,8807.12,1.4876,0.9949530000000001,0.0,2.23641,1.33142,1.25433,0.759471,0.996418,0.984699
b0037,38686.8,56639.1,5.3866,2.2905,4.568890000000001,3.5665199999999997,5.6475,2.9424900000000003,4.0548,4.82437,2.25078
b0038,15491.3,20830.7,6.99043,6.668660000000001,6.69048,6.2157,8.07727,3.34274,10.2026,10.424000000000001,6.87875
b0039,51734.7,59790.9,11.5636,33.1227,12.6146,11.2564,12.7816,16.7333,28.4787,27.991,22.279
b0040,9651.1,2710.25,0.680709,1.62152,0.294198,0.988872,0.19081099999999998,0.0,1.35406,1.32482,1.19011
b0041,0.0,15039.5,1.74262,1.70203,1.3922,3.6080099999999997,0.912509,1.29369,1.29902,1.79,1.29935
b0042,16838.8,11746.6,1.86467,2.09333,3.1785799999999997,1.25785,0.864291,1.90569,1.7995400000000001,1.47243,1.9991299999999999
b0043,15985.3,8147.59,0.702667,1.42727,1.0723200000000002,1.1978600000000001,1.04495,0.0,1.22852,1.06945,1.061
b0044,0.0,14165.8,2.2137700000000002,2.10946,2.65035,6.33334,1.8869799999999999,0.0,0.0,2.41969,1.7711700000000001
b0045,2793.61,3133.8,0.900576,0.171299,0.5143399999999999,0.6570819999999999,0.334014,0.595197,0.786459,0.513361,0.43662399999999996
b0046,158156.0,163643.0,19.6045,17.0861,23.6373,17.1491,14.4765,2.5933900000000003,18.8173,21.5498,10.7196
b0047,146578.0,132600.0,17.766,15.3797,17.7206,17.7381,12.4495,12.2108,12.1352,17.2257,12.4303
b0048,405672.0,425621.0,211.058,31.3746,86.5847,134.31799999999998,171.32299999999998,111.698,36.0047,50.5595,34.4829
b0049,403420.0,500406.0,61.8473,15.1063,51.3373,54.0891,52.0744,34.8548,28.1483,32.0955,14.7413
b0050,1110590.0,1191480.0,162.184,96.3959,129.42,124.814,129.894,46.8121,102.92299999999999,119.34700000000001,80.8013
b0051,1401520.0,1507270.0,262.597,93.399,159.442,154.285,204.935,160.15,108.28399999999999,128.65200000000002,90.6427
b0052,836085.0,1124360.0,166.283,29.7313,88.6187,102.95100000000001,109.25,74.5273,36.8096,45.8004,33.2741
b0053,2656470.0,2633300.0,457.55300000000005,488.481,442.691,420.961,377.228,439.23199999999997,426.704,447.967,522.617
b0054,2549680.0,2897790.0,322.252,259.569,346.31800000000004,317.832,319.408,318.808,324.055,300.789,254.188
b0055,138439.0,204491.0,60.3837,58.9849,46.6155,44.0392,49.4492,34.2892,62.3756,58.2672,67.0393
b0056,352064.0,340749.0,16.6093,17.2612,15.6243,15.8413,21.4706,10.3633,23.6805,18.3417,32.3658
b0057,1139620.0,663610.0,18.3666,119.68299999999999,0.0,0.0,119.45100000000001,0.0,141.145,148.904,130.465
b0058,192718.0,139725.0,82.3201,93.491,93.5486,68.6405,71.9683,48.8617,71.2647,87.3461,89.4575
b0059,333436.0,427642.0,146.937,111.51899999999999,140.578,90.5001,121.329,99.8372,67.2088,103.97,97.3367
b0060,75793.1,82069.9,11.0861,18.1808,11.7713,11.1087,8.99555,9.6112,19.2387,16.298,14.2348
b0061,9282.51,13718.2,1.74262,4.31378,2.01817,2.2705599999999997,2.38803,1.53443,4.18699,2.5061,2.65983
b0062,10955.4,23243.1,4.51353,6.3971599999999995,3.56356,4.13472,2.79297,1.02217,6.718789999999999,5.23688,4.17215
b0063,9536.16,7148.74,1.36676,2.19488,2.3138099999999997,2.47333,1.24937,0.878431,3.75661,2.6583799999999997,1.8107400000000002
b0064,105458.0,176327.0,21.4135,55.4923,29.6261,38.8027,22.0167,41.1559,60.3046,54.103,36.4141
b0065,54675.3,100247.0,10.3413,13.0734,9.85393,7.95684,11.0743,3.9304099999999997,16.804000000000002,13.5691,10.5053
b0066,104602.0,231909.0,68.0711,9.74479,48.9307,43.2531,47.1874,28.9387,4.16183,26.9598,18.011
b0067,141860.0,168299.0,59.4485,4.53295,29.0228,36.9797,33.4563,16.8914,2.94456,9.92595,5.31194
b0068,968009.0,809286.0,146.129,32.4356,144.864,207.257,204.264,97.5478,34.4419,41.4174,27.9583
b0069,163758.0,164461.0,39.0768,50.5813,36.9929,35.4478,34.3723,43.5567,50.5489,51.628,47.6301
b0070,106205.0,79305.2,11.41,22.5885,11.540999999999999,8.17682,9.31723,11.1676,21.521,21.0893,20.6175
b0071,8030240.0,8646230.0,612.922,1128.2,789.405,896.0039999999999,560.482,499.718,739.426,825.7180000000001,918.313
b0072,8089380.0,9447940.0,737.423,1157.49,880.1410000000001,944.551,750.9010000000001,780.828,769.577,1022.84,1144.37
b0073,8479560.0,10352700.0,840.94,613.868,813.297,901.928,816.447,536.362,634.566,1010.13,781.808
b0074,5156700.0,5628060.0,451.97900000000004,569.194,550.089,602.232,543.988,529.931,1089.41,987.444,630.049
b0075,10330600.0,4849990.0,1533.72,0.0,0.0,0.0,0.0,0.0,2251.46,3192.81,1027.61
b0076,31450.1,53827.8,1.5197200000000002,5.7334,0.263776,2.75601,1.8933900000000001,0.948462,4.5803199999999995,3.71501,9.18104
b0077,1558530.0,1770320.0,171.15,202.05,240.956,230.88299999999998,167.584,227.58700000000002,199.081,269.297,208.467
b0078,1627640.0,1989980.0,256.099,274.714,314.403,278.14,177.649,173.167,227.481,248.80900000000003,259.725
b0080,1070050.0,993503.0,213.282,94.0363,124.89,164.03,111.085,114.647,118.509,109.14200000000001,88.3382
b0081,870840.0,948168.0,235.97299999999998,348.353,141.483,171.921,132.661,176.86700000000002,298.731,212.623,277.48900000000003
b0082,896666.0,1019610.0,206.97799999999998,299.085,135.884,161.509,138.805,150.55,287.327,218.50799999999998,274.547
b0083,735444.0,634746.0,129.261,147.799,138.55100000000002,115.414,97.027,75.337,210.658,129.243,133.436
b0084,571846.0,567819.0,90.1606,90.2742,64.718,68.21600000000001,59.3765,58.3174,106.816,85.4531,94.7632
b0085,684520.0,771546.0,197.483,74.3507,140.33100000000002,144.825,112.375,96.255,75.4584,104.15899999999999,90.4268
b0086,939133.0,1134900.0,179.982,56.0451,135.561,138.921,131.371,180.418,69.0047,120.88600000000001,75.4096
b0087,499857.0,634828.0,116.795,49.005,73.6869,73.6478,63.1054,120.54899999999999,36.6304,60.5524,66.3441
b0088,716049.0,734887.0,212.923,94.2674,110.54,123.87100000000001,98.66,103.87299999999999,86.07799999999999,101.587,100.667
b0089,382062.0,448553.0,101.125,67.0006,57.1295,61.0726,57.4464,55.215,57.5046,52.852,72.5272
b0090,434076.0,481466.0,137.253,125.419,85.8111,99.4091,68.9369,64.633,94.5256,75.9386,114.764
b0091,998958.0,997651.0,198.197,208.59400000000002,157.757,149.399,141.115,140.097,186.05900000000003,144.06,194.433
b0092,1116580.0,1137110.0,160.843,225.688,149.54399999999998,159.015,131.125,160.507,180.46099999999998,178.94799999999998,188.71099999999998
b0093,688721.0,736667.0,150.499,196.438,134.18200000000002,107.595,108.711,137.931,184.326,143.907,185.75
b0094,527245.0,576092.0,134.526,176.426,104.229,90.8332,82.2233,126.869,180.899,107.527,130.972
b0095,3234300.0,3814080.0,622.705,699.985,491.69300000000004,468.458,372.087,489.541,827.2719999999999,481.022,546.945
b0096,5033970.0,5637780.0,769.831,2122.19,889.6419999999999,692.584,690.898,777.694,1908.24,1060.96,1534.49
b0097,1470130.0,1376090.0,301.902,268.638,227.36900000000003,246.35,244.851,151.341,337.791,230.21099999999998,293.965
b0098,1261220.0,1332340.0,304.596,329.969,315.795,278.861,284.093,265.514,317.635,334.816,327.498
b0099,104245.0,128159.0,1.19316,45.1935,42.4086,0.0,79.7117,0.0,45.9226,50.2615,32.051
b0101,1290750.0,1142480.0,211.234,120.167,230.798,229.547,120.70700000000001,0.0,307.587,107.816,139.951
b0102,745405.0,818270.0,143.469,161.181,134.763,128.85299999999998,139.589,17.8248,181.887,145.14700000000002,147.76
b0103,523700.0,514542.0,115.884,160.942,73.0111,66.6268,86.2345,28.2751,177.56900000000002,157.68200000000002,146.54399999999998
b0104,2349100.0,2188080.0,461.404,241.668,439.795,427.82800000000003,357.342,74.1094,197.238,247.702,211.753
b0106,33005.3,17608.8,4.9391,2.90085,2.7173,5.7527,3.5334199999999996,4.0774099999999995,3.5503400000000003,4.56567,3.1212400000000002
b0107,34700.8,40441.4,4.41032,12.5881,7.35583,6.42631,4.24437,4.52634,15.8889,12.4305,12.5713
b0108,12068.1,6552.72,0.48403100000000004,0.810491,0.8803280000000001,0.0,0.592989,4.1080000000000005,0.0,0.0,0.34229499999999996
b0109,832859.0,823543.0,105.389,157.548,137.988,132.704,121.113,156.399,181.922,153.731,160.555
b0110,170744.0,164240.0,25.3847,120.17399999999999,39.5767,25.7662,15.448,38.1594,92.271,79.3086,79.4607
b0111,125780.0,150699.0,16.2415,68.5071,22.6156,16.5536,11.8296,15.4048,57.5305,32.7267,43.1609
b0112,5129050.0,5356280.0,450.212,324.532,701.4860000000001,438.162,644.871,415.897,229.015,562.275,305.149
b0113,937682.0,862728.0,535.987,49.5414,392.046,371.651,335.691,290.85,42.5351,92.6573,47.1281
b0114,6671740.0,7599640.0,1678.08,1282.04,1734.1,1013.49,2281.96,2202.69,1161.39,2529.2,1781.98
b0115,4089100.0,4626310.0,1163.59,1201.44,1364.38,757.812,1671.09,974.008,1110.42,1731.65,1497.39
b0116,7719700.0,8451300.0,1956.79,1439.42,1629.36,2099.9,2114.45,2326.15,1180.99,2002.45,1570.24
b0117,19263.1,9754.05,1.63079,2.22581,1.04815,1.0095299999999998,0.7541399999999999,1.1885,2.24287,2.89394,2.93777
b0118,8547260.0,10664300.0,903.9939999999999,741.138,868.4789999999999,838.4689999999999,892.025,909.791,662.5169999999999,799.015,694.7739999999999
b0119,203673.0,126998.0,72.0972,226.87400000000002,116.921,96.382,53.3024,147.72799999999998,127.584,136.584,141.351
b0120,3460650.0,3539400.0,272.284,298.849,566.377,412.73800000000006,788.388,524.7669999999999,364.02099999999996,394.565,351.2
b0121,2273890.0,2825000.0,388.333,243.452,463.36699999999996,370.155,636.705,397.538,310.505,326.028,277.778
b0122,1305360.0,812324.0,77.4321,224.22099999999998,204.329,121.62,119.37,82.9154,162.014,138.678,189.354
b0123,1747050.0,1737160.0,318.879,895.1389999999999,493.842,292.558,355.86199999999997,400.15,1041.32,529.124,655.456
b0124,1130050.0,1481040.0,74.7675,31.2052,67.6037,38.9893,68.4538,44.8046,12.5298,73.5864,63.5547
b0125,1266630.0,1195540.0,383.52,445.535,328.81800000000004,272.758,371.74800000000005,144.226,354.25,328.527,401.06
b0126,6826040.0,6198870.0,788.429,513.581,858.294,833.677,1112.24,653.452,343.764,765.784,568.17
b0127,459394.0,514997.0,45.1213,124.729,74.402,44.9436,77.0026,55.5971,123.056,108.52,102.021
b0128,292286.0,363955.0,36.595,68.081,44.8983,18.3681,31.4816,12.9369,50.6619,54.4673,52.1183
b0129,60340.6,98290.8,12.1008,30.7986,17.6066,22.9346,10.6738,32.864000000000004,51.6468,45.9912,32.5181
b0130,62793.5,60074.1,9.2561,17.5126,12.2766,8.13005,8.1025,11.8798,15.8459,19.6158,14.077
b0131,7026880.0,5951760.0,1683.96,1174.51,1313.88,1241.04,1355.66,1462.9,1160.23,1104.24,1126.5
b0132,26606.9,32146.5,2.32111,10.2209,3.36179,3.4539800000000005,1.46374,4.05505,6.54218,7.152,7.73727
b0133,2564850.0,2713730.0,536.411,718.03,491.14099999999996,562.864,398.223,556.442,750.882,601.6569999999999,736.1039999999999
b0134,2380820.0,2144480.0,663.954,773.742,549.375,541.09,427.708,592.518,671.693,661.206,879.5930000000001
b0135,41002.8,34041.5,0.734248,2.42674,0.7487689999999999,0.895452,1.4599600000000001,1.96112,1.57087,1.60876,2.14082
b0136,19079.9,8416.5,0.306799,0.0,0.0,0.474743,0.338111,2.0335,0.0,0.36943200000000004,0.20778200000000002
b0137,26157.1,12369.4,1.20181,0.0,0.9986149999999999,0.46401000000000003,0.989668,3.95034,2.19197,2.16676,0.406333
b0138,32602.1,13458.1,0.32756,0.0,0.55157,2.5506599999999997,0.365419,2.2309099999999997,0.40084899999999996,0.198402,0.6689229999999999
b0139,30046.6,18069.9,0.48465699999999995,1.37293,0.39963200000000004,0.38624899999999995,0.619893,0.804887,0.7425930000000001,0.845902,1.7169299999999998
b0140,14246.0,0.0,0.229292,0.0,0.736677,1.0394,0.725053,0.0,0.27420500000000003,0.540095,0.6095619999999999
b0141,7854.05,0.0,0.6313850000000001,1.01204,0.528524,0.48984799999999995,0.0,0.0,0.0,0.0,0.21427100000000002
b0142,547921.0,546406.0,114.2,6.97213,45.5316,69.1943,73.9237,13.140999999999998,16.4139,15.0099,6.483969999999999
b0143,2446230.0,2325810.0,636.225,82.8621,374.86400000000003,473.85400000000004,459.64300000000003,313.403,149.743,149.54399999999998,89.5239
b0144,137389.0,153301.0,41.318000000000005,8.813830000000001,28.408,34.1571,25.2554,5.85233,7.7548,10.0203,7.821619999999999
b0145,3234500.0,2767700.0,907.507,1508.98,1173.65,1203.0,823.804,757.388,1465.94,983.4639999999999,964.9960000000001
b0146,231182.0,306926.0,27.412,61.6216,35.6439,41.61600000000001,21.8604,36.0219,97.2291,52.8374,43.1038
b0147,180749.0,193396.0,42.4764,25.3346,33.5899,30.2967,36.3982,36.3074,31.8101,34.4353,26.1757
b0148,112631.0,126151.0,46.7474,53.1534,29.6768,28.8325,27.0838,30.0963,42.5884,41.3956,39.6591
b0149,330415.0,406542.0,97.4691,84.0202,70.0376,71.8833,60.4506,72.5445,82.4908,67.796,70.1782
b0150,2372020.0,2617060.0,49.1134,512.494,448.986,437.63199999999995,58.5172,140.10299999999998,573.024,343.267,270.334
b0151,432448.0,512712.0,21.8869,84.8159,89.2029,86.0714,14.55,30.6132,76.4083,37.2187,69.4736
b0152,259242.0,354397.0,19.0599,22.4845,54.1894,58.9385,10.0613,12.4092,29.1995,15.0818,19.441
b0153,79612.8,128903.0,10.8913,19.8846,25.2507,20.6995,4.33038,7.318560000000001,7.32379,6.70971,16.4431
b0154,1284290.0,1256540.0,263.865,443.3,298.724,223.015,300.923,245.361,434.288,364.23199999999997,390.406
b0155,189243.0,190614.0,18.5962,46.0098,14.5858,14.9049,12.1408,13.145999999999999,31.6918,26.6804,37.4111
b0156,1617110.0,1909140.0,178.516,128.38299999999998,229.15099999999998,165.033,346.411,219.77700000000002,154.101,187.269,107.527
b0157,64579.0,95108.5,32.8905,7.34696,18.1151,13.762,29.2566,11.2077,9.7952,8.6397,8.36457
b0158,136589.0,134744.0,34.4374,3.23336,17.8134,16.192999999999998,24.8412,9.738380000000001,10.860999999999999,9.71309,4.38897
b0159,1925910.0,1568800.0,417.832,472.81699999999995,412.30199999999996,356.556,414.406,295.48,483.07,534.361,408.30400000000003
b0160,332221.0,309638.0,16.7858,38.0923,31.5528,30.0211,21.1304,29.28,48.8606,42.1321,38.5591
b0161,980157.0,1068390.0,181.765,91.95200000000001,97.4168,202.085,71.7371,326.14099999999996,64.4397,75.9319,121.507
b0162,21364.9,25765.0,5.9587900000000005,4.45501,7.12137,7.3857800000000005,4.50004,5.71936,4.3365800000000005,5.616280000000001,4.55797
b0163,1389090.0,1647500.0,92.5414,796.123,281.168,302.0,147.29,203.17700000000002,882.385,424.379,562.689
b0164,108741.0,123822.0,9.160960000000001,4.75467,6.78573,14.956,5.07639,9.51367,7.26032,9.1641,6.723339999999999
b0166,6377130.0,5805660.0,2077.95,2491.9,2010.11,2208.44,1643.14,2250.38,2164.06,2151.63,1809.81
b0167,416455.0,423652.0,42.9385,65.4658,54.3883,45.6136,44.5103,54.3068,94.5698,68.1635,54.8067
b0168,2695660.0,2494660.0,454.714,962.523,629.048,582.93,502.81300000000005,741.572,815.057,789.743,936.672
b0169,21819500.0,21969000.0,4505.38,4840.21,4756.88,4984.28,5723.99,7776.16,4072.95,4980.58,4908.57
b0170,9425090.0,10140600.0,2839.43,2735.37,2643.56,2865.65,2583.5,3837.57,2290.87,2553.46,2304.89
b0171,1820240.0,1717900.0,580.951,231.419,400.264,347.94699999999995,660.077,539.8330000000001,210.106,347.569,235.898
b0172,6391470.0,5236320.0,1575.11,721.3989999999999,1284.16,1377.58,1748.02,1221.62,891.1030000000001,1085.07,655.665
b0173,135956.0,242637.0,46.75,26.4598,34.5668,35.2857,50.7927,43.781000000000006,33.7824,39.2983,25.9466
b0174,972679.0,894511.0,176.69400000000002,113.104,142.975,147.332,206.044,138.444,62.2954,82.8929,82.7318
b0175,578891.0,555448.0,119.28200000000001,76.4594,104.13799999999999,103.977,113.801,70.0479,57.4938,77.4515,63.3811
b0176,1045430.0,1140620.0,199.25099999999998,212.40099999999998,161.52100000000002,193.67,176.43,170.938,153.012,153.33100000000002,180.25400000000002
b0177,2817770.0,3197260.0,412.657,374.69599999999997,407.866,421.781,409.31300000000005,450.523,368.16,465.414,378.615
b0178,6743720.0,6526150.0,971.297,1353.41,1228.87,1086.67,966.922,939.8539999999999,1008.8,1152.53,1053.48
b0179,4180560.0,4526620.0,1084.85,421.298,685.566,632.0509999999999,756.305,437.858,439.17400000000004,538.788,432.046
b0180,2897340.0,3140870.0,569.0830000000001,938.3430000000001,818.673,716.7439999999999,892.409,491.17699999999996,928.6569999999999,972.505,950.814
b0181,2440780.0,2547710.0,1153.64,714.02,638.452,617.239,632.524,310.44,667.954,681.5139999999999,578.009
b0182,920527.0,995416.0,208.74,105.075,154.089,130.291,210.112,51.293,138.21,121.51899999999999,79.61
b0183,503709.0,399784.0,147.264,58.3843,102.285,100.171,149.445,77.2728,67.9963,75.1795,55.2699
b0184,434897.0,493234.0,140.403,75.8965,92.7804,95.7225,110.477,89.9526,53.0674,87.5046,77.6715
b0185,2361130.0,2496190.0,823.933,674.38,519.349,613.134,595.352,687.0060000000001,499.361,503.24199999999996,612.8430000000001
b0186,171862.0,199138.0,10.3443,8.57853,9.499410000000001,9.64199,8.32231,8.696,10.8505,8.771519999999999,7.08166
b0187,312735.0,528658.0,37.5846,55.4647,38.9701,56.4131,42.2003,11.993,38.9174,34.6765,37.6816
b0188,232912.0,257974.0,70.0985,30.8797,45.5941,42.4792,50.5098,22.7447,21.6019,25.0546,24.0613
b0189,918143.0,444359.0,72.5055,800.385,186.92,101.822,108.02799999999999,0.0,710.92,441.54900000000004,581.993
b0190,364325.0,285941.0,67.6137,126.78,65.8134,65.5574,53.5374,75.6733,83.1538,87.7142,90.6181
b0191,297519.0,217089.0,29.0402,98.104,41.2496,35.0987,44.1051,23.1633,91.6566,77.9385,73.2103
b0192,336892.0,366962.0,51.5525,92.8637,53.1951,46.6265,40.8558,42.9018,84.1858,82.2485,65.9929
b0193,32270.4,27632.8,2.3981,3.7303800000000003,2.21657,1.49644,1.86485,1.16239,4.27259,2.6842900000000003,3.03328
b0194,2982540.0,3522480.0,838.802,543.227,661.2610000000001,582.617,780.425,725.0989999999999,378.537,569.72,577.827
b0195,508170.0,459541.0,89.8081,21.0567,49.1971,41.7356,88.4372,31.2914,29.785,26.4767,26.2936
b0196,1992840.0,1609070.0,222.248,381.026,267.526,278.863,266.77,254.231,355.228,250.90900000000002,374.149
b0197,7241590.0,6991920.0,1713.84,1490.71,1868.15,1847.82,2208.59,2103.47,1304.11,1651.61,1673.84
b0198,1083250.0,1440300.0,433.49,132.885,226.514,207.864,248.498,251.792,63.3845,162.681,188.005
