Gene ID,0 nM,1 nM,5 nM,10 nM,15 nM,20 nM,50 nM,100 nM,500 nM
YCR096C,0,0,0,0,0,0,0,0,0
YCR096C,0,0,0,0,0,0,0,0,0
YIL172C,0,0,0,0,0,0,0,0,0
YIL172C,0,0,0,0,0,0,0,0,0
YPL191C,11.6843688,11.31083667,14.256499,14.65437258,15.57559323,16.20324852,18.34318692,20.6712463,22.01414219
YMR013C,21.07103331,20.34831775,21.55182218,24.14747556,18.95006235,19.76171305,19.36823642,20.11637348,20.54705209
YPL148C,19.89000825,19.16294998,16.16503995,16.24382921,23.18851876,22.37922163,19.5357333,22.08693542,23.64746361
YFL038C,261.2401805,266.9991169,275.6806223,262.33212,253.8071066,250.9265614,266.3547566,262.8483296,293.7669736
YPL088W,18.34640431,16.29103304,15.86775947,14.95102121,20.7391021,19.45525292,28.38255727,97.67041477,135.6274818
YPL240C,499.5899216,528.4738248,544.9067088,540.2053904,549.0530813,514.1560817,731.9256553,814.9403963,832.3503626
YIL037C,2.682727966,9.645487465,44.59624869,79.99367951,171.8158159,152.5866724,245.6267249,258.1263523,266.7319859
YGL145W,35.0510135,37.25505946,33.22888765,34.19688161,32.98889519,37.60044474,35.01497908,33.7238265,36.19035542
YLR232W,0,1.392195353,0,0.280335056,0.585146067,0,0,0.233536822,0.591754493
YNL004W,58.13070601,57.38956756,54.25157766,57.5902856,56.35529424,56.67107331,51.50707924,47.7863428,54.52431447
YPR060C,72.26969921,66.50354476,75.98784195,78.95800697,66.97870657,77.47996684,71.04854433,73.45976552,64.26838049
YEL018W,25.69058897,27.44621597,25.78212834,24.81182434,20.69178318,22.21489615,21.33077768,20.28346627,21.78206675
YEL043W,28.16342005,32.20611916,25.05127635,27.82711262,28.8296574,27.28148862,23.84942061,24.22647519,23.25265259
YHR069C,65.40310305,69.5461146,67.70124689,58.23954303,66.23918556,65.54532368,56.12585397,49.5686774,48.52770742
YLR323C,22.48132653,20.87816454,16.38762188,20.4792136,17.07251911,17.69863163,15.89650288,16.02020627,15.55197655
YGL172W,51.5211529,51.67060726,50.26558233,48.08932403,43.74503304,42.91330312,41.27233641,47.37651816,45.75956534
YPL053C,105.0189467,106.8329848,107.0445644,98.58296068,89.93105538,93.99809463,90.64094287,100.933743,101.749977
YJR070C,129.931428,154.9322007,130.9370849,128.9383446,129.9949602,127.4417997,122.7555229,88.91705333,74.19099241
YPL283C,0,0,0,0,0,0,0,0,0
YPL283C,0,0,0,0,0,0,0,0,0
YDL143W,163.8037491,179.9156468,176.1870266,174.0668593,180.2574558,171.9835797,183.5932946,183.6879012,197.7001018
YDR257C,27.58264319,35.80869044,38.94974288,37.16687468,44.67278723,39.57102713,47.09551015,43.5220417,44.69301571
YKL162C,6.776927564,6.931780614,6.458127847,6.361610019,6.639324974,6.481611949,6.248981907,6.037545483,5.43943865
YHL027W,28.48774778,32.51496847,22.52916038,25.29079229,25.25901306,23.48700393,28.46836148,34.15049879,47.25965131
YAR068W,0,0,0,0,0,0,0,0,0
YMR290C,139.6265468,129.9284438,131.0210054,120.48919,122.5367995,139.9739127,101.5910716,76.76372265,58.74557885
YGR296C-A,0,0,0,0,0,0,0,0,0
YDL021W,46.99232496,46.673039,48.5455304,47.54572505,44.73519911,52.88428718,51.34415552,61.44965722,63.68797286
YDR452W,81.71373569,82.66343333,75.81889664,72.66883007,64.90640236,65.1753427,63.36179585,64.02105047,63.50893995
YPL211W,148.1199791,135.3247943,148.3505758,136.7222361,137.4749686,141.4796018,123.7248173,112.26265,87.41028201
YBR074W,60.23095015,60.40021324,63.02495583,62.11736896,63.7549592,65.32568441,57.86705341,47.79263308,42.74971792
YAL038W,5043.292881,5895.84258,5138.479663,5404.402431,5958.620317,5161.061847,5754.159848,5789.363507,5987.772634
YBL071W-A,42.20290824,46.10150122,63.9870739,47.85364629,52.39888652,54.90734386,61.90319845,46.07361322,42.2269325
YMR024W,101.4164707,96.72827598,97.50260209,98.93626911,93.2069784,95.49052356,81.19914198,76.61203334,73.93598755
YOL047C,1.189011703,0.71063811,0.860703711,0.08585725,0.268816,0.300463841,0.449166684,0.858294198,0.724938426
YDL018C,41.02218719,42.57677496,59.3199032,54.60115295,27.44265909,34.69625067,25.05691051,27.77052924,28.8141608
YLR147C,41.79053767,41.18159499,44.76223695,41.46201442,46.2677873,42.97174747,52.83721965,44.90262242,37.70155182
YIL061C,17.6924049,15.53177587,17.59289837,16.28460749,12.49338751,14.34165212,11.00184492,12.57784789,7.284747105
YML012W,190.1187222,205.9162894,236.7789133,215.5396918,166.1137535,154.5317474,162.2888742,165.7754693,180.4394574
YHR187W,34.02176277,32.76079936,29.77349243,28.37660679,32.01958331,32.43020406,29.94637955,28.08827044,23.87146542
Q0250,0,0,0,0,0,0,0,0,0
Q0250,0,0,0,0,0,0,0,0,0
Q0250,0,0,0,0,0,0,0,0,0
YGR155W,518.338839,524.4331945,554.4418212,520.9996653,521.7460862,539.1374806,467.8057737,399.5462338,336.6585727
YGR155W,518.338839,524.4331945,554.4418212,520.9996653,521.7460862,539.1374806,467.8057737,399.5462338,336.6585727
YLR155C,0,0,0,0,0,0,0,0,0
YLR155C,0,0,0,0,0,0,0,0,0
YLR155C,0,0,0,0,0,0,0,0,0
YLR155C,0,0,0,0,0,0,0,0,0
YLR136C,4.715811875,3.006405523,4.551586021,3.859268374,2.724650386,4.766751905,6.235135881,11.15799149,15.33452016
YKR015C,0.789654314,0.849516625,0.727511578,0.969341441,1.130676442,1.09750318,1.193214191,1.0925307,1.083264526
YDL060W,89.39247281,84.6669743,86.25444386,76.02020847,84.4879447,83.70353051,71.26689452,54.69844954,46.60479309
YLR320W,17.09702084,16.67869599,15.92656877,14.89013399,15.35405045,16.36211167,13.95487328,13.61144,13.73944368
YIL069C,321.4213146,326.7973856,337.1184467,349.6461814,320.618095,317.8973717,340.5178865,299.3215114,275.2949229
YIL069C,321.4213146,326.7973856,337.1184467,349.6461814,320.618095,317.8973717,340.5178865,299.3215114,275.2949229
YHR075C,12.15590596,10.31560389,11.8006632,12.38208692,13.68277912,14.58561971,15.52402767,17.59628065,20.32888376
YIL085C,36.96672661,47.80109766,33.62286675,34.26279249,34.58183114,36.0044389,31.13075079,30.78685996,31.86519831
YGL195W,141.2753946,157.8774649,155.0478622,160.2304348,171.9481421,168.2703279,175.0514269,178.0131657,170.6120162
YDR062W,142.6177334,156.2522399,154.3658059,151.5431422,145.6265345,146.1203359,141.8996635,148.5122325,141.3608418
YOL119C,9.846280963,13.8026225,9.778280436,9.630673372,11.40023947,11.70566198,8.904443486,10.17677434,14.32596342
YJR105W,439.3498474,455.3604911,482.3840058,478.4811958,479.1043738,410.0428863,473.7173199,445.6257315,433.3814199
YNL289W,58.17436252,55.27629511,51.77558559,36.9858503,6.292238161,12.57829737,1.010937331,0.482939673,0.978969292
YER161C,39.44242286,37.80438563,36.13407869,36.92805249,38.03303296,37.49442047,37.19774712,37.72564551,44.51400755
YNR036C,121.6099266,128.8943381,134.6133136,135.2583202,121.5631435,99.50616144,116.0952975,111.6240152,116.7001474
YAL067C,1.978279653,4.430375741,3.03638485,6.226554836,2.622150905,6.785573488,2.571674717,1.865540911,1.729411643
YMR247C,41.5789846,44.58568971,43.92912037,43.61661864,47.07991892,47.63633723,45.1588811,45.37603509,44.28275084
YOR316C-A,2.974936163,0,1.272523669,0.930873345,0.485755228,1.221622722,0,0.387738168,0
YJL096W,111.105176,114.2155154,118.9953937,109.5110113,113.2450678,132.8361483,103.3551061,85.54863072,81.71214463
YMR111C,12.4680832,15.89423028,14.30702884,14.15692035,13.23892977,15.75817034,14.72698252,13.72028828,16.42118718
YBR136W,20.56205877,21.59613817,20.39780587,19.0007677,19.37306144,19.79747412,17.06856574,15.60075924,16.35544131
YKL059C,24.87046632,25.27876523,25.82630804,25.62220101,22.83306197,25.88518667,22.66071343,22.20115593,24.33071171
YGR018C,5.354583681,1.957818794,1.886223027,1.182690147,1.542900344,0.776046045,0.515608766,0.738941737,1.248260237
YMR090W,15.17231962,16.03232872,16.61422801,22.07587264,9.810406463,15.32662534,13.28768331,12.57679557,14.4308387
YNR061C,76.58015363,64.9986927,83.00239994,71.88701192,75.33333847,76.71197495,65.25424056,67.63353935,69.48490806
YGR119C,76.33320048,82.74495231,74.24986361,70.27835977,74.03358063,67.35188216,69.88973707,71.2629348,70.76291265
YGR235C,57.80047748,58.80717907,59.69182829,53.56439106,48.66144811,53.29772058,53.96386357,68.89902593,74.69528717
YER121W,4.217375587,3.27678538,3.350239156,2.827798389,2.951245426,6.185056903,4.191569521,3.298028721,8.953727138
YJL204C,15.53171469,16.79264342,16.48612775,17.12555967,15.29685972,16.26537534,14.09143221,15.6804882,14.57400746
YER180C-A,11.69331263,11.27840749,15.86775947,12.11221972,11.06085445,8.278831029,13.53121916,10.72088491,11.1857717
YMR294W-A,1.154617749,0,0.246942848,0.270964525,0.282793434,0.237065134,0.472521683,0.225730577,1.715923195
YGR209C,177.8819181,173.3386668,175.3286353,191.144762,169.7436063,157.7449519,176.9285209,193.5603754,230.1887286
YMR306C-A,4.262290715,2.069802003,2.27898412,2.250607664,0.782952514,1.531477329,1.526281477,1.249932295,1.583589787
YNL154C,136.6738279,140.5090138,133.194949,136.0681408,129.8749536,128.7493513,121.3823207,113.2051231,106.6760154
YDL012C,38.25835793,63.38857195,39.01576237,46.14081988,44.18353543,43.28148572,35.04689856,38.83448978,41.16817198
YBL064C,63.10022772,58.25820282,55.90188372,66.91615653,63.75893175,64.50738582,64.1804833,77.01122134,77.1655397
YDL181W,160.8838531,187.9734581,188.3434059,205.1507214,178.1587628,169.8816127,173.9256707,191.7146479,181.3692983
YOR392W,0,0,0.20011847,0,0,0.192113731,0.191461946,0,0
YMR133W,0.147827308,0.229715543,0.379397214,0.346919631,0.217238608,0.303517771,0.060497605,0,0
YKL029C,80.05426359,92.89918395,72.45762861,77.52080618,71.96044197,70.06767419,50.32485284,31.6646404,29.33411558
YPR106W,18.68554945,17.05883847,16.38505683,13.8861685,11.89899583,12.78833704,11.98025297,11.14186455,13.26757143
YNL039W,41.47401194,47.4787519,42.83544827,42.96731866,40.29045549,41.31285183,34.51659649,32.43308065,36.25657222
YDL149W,12.74130138,13.12778663,12.6180947,12.64298928,12.14339381,14.44505264,12.69572457,15.97460525,16.60273698
YER170W,16.3782613,18.79086716,21.34468923,19.11040353,9.597432687,9.554040039,8.018211363,9.336643453,9.099208672
YDR009W,8.491836559,6.701017111,6.299888305,5.106692507,3.899725069,6.9196611,4.18115137,4.980524076,5.521273995
YBR282W,76.0715968,68.07202459,75.95905867,71.18853909,61.83664052,68.27852998,64.96260313,65.9348755,55.06813515
YGR187C,65.37949867,65.96270183,64.24309948,65.15209275,75.97064069,82.66244968,73.42743507,57.35577555,52.72212664
YLR007W,41.96378187,43.36665551,43.62404326,34.76904111,35.98532442,40.61512534,39.63755154,41.96286728,43.30412507
YPL269W,16.82464328,13.48860213,13.7516777,14.23432414,9.448868498,12.45351933,8.20108535,9.637318378,10.19261927
Q0110,0,0,0,0,0,0,0,0,0
YER013W,20.71332844,20.05268985,19.26779292,17.77407453,19.11122467,17.92755929,18.77981542,19.14526303,20.01411144
YER060W,25.54737372,30.76435721,33.25865508,33.42721576,29.76552448,28.22569826,27.16731537,24.47468837,27.1886191
YDR407C,37.92601481,37.91648302,36.43252696,38.21657332,31.96040898,33.06148711,33.69467973,36.6961255,40.17613813
YHR137W,10.4232162,9.613766914,7.651382311,8.206303956,6.851638958,7.124414928,5.449024377,7.151894674,6.662518139
YHL034W-A,0.44957459,0,0.384609468,0.21101142,0.220223086,0.369225089,0.551958625,0.703143403,1.78168164
YGL009C,402.0583616,441.233471,429.9588537,413.7256435,398.929648,374.6281826,342.3891306,357.2361542,364.4127389
YGR058W,20.27259957,20.14881338,16.11062985,16.4220109,16.13073964,20.11451753,14.9083641,14.0829429,16.10900289
YGR058W,20.27259957,20.14881338,16.11062985,16.4220109,16.13073964,20.11451753,14.9083641,14.0829429,16.10900289
YIR041W,0,0,0.474077445,0.260096964,0.542902902,0,0,0.216677212,1.098068498
YIL008W,113.3311383,118.4840504,100.5123461,97.27626459,115.7835764,120.4013378,106.3766414,91.60735678,77.60296127
YBR192W,67.86512949,64.52594042,61.03171771,64.13536598,58.51228265,64.90018967,56.89444658,48.99429377,46.39605923
YHR101C,14.30317038,11.48115765,13.370804,13.24877827,12.71355525,11.35789023,10.85417723,12.74077849,13.51407153
YDR279W,28.86187671,33.82867079,37.33179624,35.50768593,26.34575669,27.74856403,25.63879294,22.03104683,27.13126849
YBL009W,41.39972945,46.64334499,37.42619572,32.77683004,17.8040059,19.15941725,15.54293736,15.60865782,14.56590567
YER029C,43.73408273,46.12571304,46.73037625,38.74563081,36.99561215,42.26469528,35.36464398,35.98604511,33.75909233
YLR243W,48.64638889,46.65556382,48.55294872,46.02190024,51.6301987,56.28673984,43.86046772,43.78786858,47.44380796
YOL048C,18.45796363,19.94682787,20.19929976,21.28467996,19.00111069,20.93032203,22.46977317,33.99755569,41.21628897
YJL025W,16.71185804,20.02453005,17.74197994,18.5858148,17.75334683,18.96152574,15.21663656,11.96664455,10.77230799
YDR427W,131.7053696,125.0339173,124.3837114,122.8926222,135.2205178,140.234565,136.4551397,163.0351994,170.2173531
YDR246W,24.84530652,28.58965055,26.09799933,23.61790946,32.50579635,24.79578988,33.97853946,36.39914118,45.18076982
YLR187W,20.52351793,21.38360834,16.72308188,16.73909748,15.88766563,15.39099199,17.92736526,20.78553537,24.46731913
YER182W,60.70788214,68.22958487,68.48223085,62.42114526,65.56107277,66.09078787,56.62213163,48.90941931,59.30766691
YDL024C,2.948134936,4.008585244,3.404860628,4.28956501,3.682549769,4.116098181,4.584737409,5.36021819,8.17850164
YMR137C,9.605721669,10.46496063,9.244868428,8.624998775,7.416026289,7.888954392,8.930421759,8.940636622,7.965283776
YNL163C,46.80628728,49.24675184,44.69873056,44.31733783,50.21297859,48.04474981,44.2670707,41.32122865,37.03740223
YMR228W,32.35182611,28.12144063,30.96350112,26.4781247,27.43592918,29.22677737,24.90742465,25.29944262,25.04131817
YOL148C,24.45001742,26.2762163,26.97694058,24.50675464,24.79306466,25.05336743,23.23835067,24.92767401,25.58245361
YJR069C,111.665458,103.4614789,112.8712042,102.3615331,107.1725118,103.1896954,104.9850747,94.01964027,81.7199982
YDR411C,40.94527992,45.08856683,44.36948625,45.93337762,41.50055714,43.25895174,45.34640766,50.28264221,58.89718035
YBR232C,0,0.897106383,0.246942848,0.541929051,0,0,0,0,0
YIL066C,5.838697057,7.097937339,9.854051306,7.978965359,2.762791042,3.522993239,1.495443287,1.49091196,1.259264448
YNL061W,166.1604431,163.3731745,160.396032,147.2246914,154.0893576,161.5920763,142.7184785,114.7445929,95.36748566
YDR309C,50.77810239,71.07171388,73.016988,86.45840024,119.7810776,112.4646468,116.2834398,109.9741328,129.3402576
YER095W,85.26376592,96.18965707,99.05181671,96.62883521,86.74206272,71.79523489,80.51325258,86.70044793,88.49043517
YCR054C,28.55715875,26.949532,25.95090404,23.93076645,28.21746661,29.94577047,21.71853283,20.41506805,17.85026903
YDR499W,15.47705123,14.9328417,17.70678201,16.39341418,12.89969244,13.69746066,13.27284546,12.50062322,12.35877807
YJL138C,111.6586858,116.8048382,107.7721415,105.9631088,102.378132,102.5291724,102.6100539,90.390358,81.65115237
YJL063C,87.2724115,105.2546353,86.42378858,87.63015456,85.7839662,85.34411031,73.32698386,78.88684661,73.13044177
YKR004C,8.544824726,9.763374847,6.091722711,6.998858164,4.021519231,5.504050637,5.211108163,4.978846454,4.979922612
YMR206W,0.330372826,1.197889661,0.376843708,1.860757452,0.431552997,2.532389717,0.270406935,0.344473017,0.2182134
YER092W,43.97960446,48.26646506,42.32744512,47.21898255,47.39527932,52.59890513,58.0449646,59.11207219,70.2618206
YLR410W,60.12772623,62.58660076,57.31486063,60.65627545,63.56982647,61.33102425,59.29838057,61.95582526,68.94369896
YMR154C,8.164834721,11.7287516,9.86832487,11.00652192,10.789418,10.64317112,11.15101387,11.619179,13.45096184
YBR101C,126.4438846,123.3583005,129.6237556,132.7508657,117.7059563,122.6820223,139.2876874,141.7223024,128.1012754
YDR544C,0,0,0,0,0,0,0,0,0
YIL042C,18.99243803,15.50463507,18.26959939,15.03509833,16.54890932,15.66992524,14.25566788,17.38468614,19.77079749
YOL004W,67.63849707,72.93533277,63.7105583,63.21902141,67.14601892,62.91595514,61.50658947,63.45869208,67.03577171
YHR112C,22.44034153,28.63396158,26.22115673,33.05337864,25.02323586,29.14294276,28.22277174,34.38377428,36.69346676
YGL029W,62.40517562,76.51177481,64.652639,63.1489563,60.01626609,63.47713648,55.29547936,49.47303384,38.57193098
YPL261C,0.672902227,0,0.287832735,0.315832028,0.329619619,0,0,0,1.33336889
YGR160W,0,0.52710506,0,0.636833156,0.498475496,0.975032211,0.694088724,0.132630568,0
YJR060W,48.81762149,49.91185292,54.78807435,50.89715455,41.66766906,42.51285671,44.70010331,45.01217479,49.24238738
YDR437W,13.75144267,12.97402905,9.873617694,11.29511129,11.78819737,13.71382475,9.848493984,11.13782482,8.271942544
YHL022C,4.332230059,4.577792858,3.11321426,3.090717437,5.093119196,3.486799972,3.687723568,4.539713686,4.63557512
YGR017W,80.65030839,86.73652473,82.29888892,79.84714664,76.51161601,77.29146315,76.17441091,69.69387329,74.27148412
YGL175C,11.69175731,14.59679461,14.53319381,10.78762819,7.929942386,8.699398839,8.751675701,8.439754997,7.722481728
YIL124W,69.16199108,72.67114234,77.5336939,80.93646651,77.64848995,78.33980606,76.45935259,90.20274746,92.20701279
YLR305C,55.79353122,59.13680597,55.19402176,54.11440044,51.65166021,51.55339299,46.00858767,42.76414713,41.449486
YOR343C,6.357481166,11.85501319,24.20267154,46.54937815,72.87222447,58.73906801,79.35392893,90.98050134,109.5980146
YGR234W,815.7056615,824.7613752,837.4295364,896.5804837,1018.445998,971.9447057,1098.101967,1005.429971,983.3656726
YCR004C,188.0068899,182.9203538,178.2595,186.8280344,175.0346722,153.1456717,175.0005993,203.193065,211.4188276
YKL115C,67.1460294,57.92171941,60.83550441,71.71642976,54.38723713,55.14546244,58.20394315,54.78285317,52.90617274
YKL028W,47.59110297,51.93459133,51.97925238,48.36941333,54.89805648,55.24861878,56.99417523,58.59532401,62.25396213
YPR173C,79.3973379,88.79371772,83.85863136,79.56946548,82.4244861,78.30046507,77.51802779,81.09899632,87.89064027
YAL011W,21.91789897,20.76153659,18.51453013,19.22722118,18.06533268,19.63295889,16.04169576,17.2263578,16.30020381
YPR137W,89.35641105,82.52701075,80.61658033,65.28418687,68.60608134,75.76001088,57.21864174,46.89897039,45.10056352
YJL108C,13.86494285,19.72659775,30.11565644,38.70767088,54.33368468,54.34682145,108.5459485,178.3383345,206.7660119
YHR039C-A,270.535952,284.1903598,317.9925994,311.053352,312.7946871,291.3127575,337.9295779,319.3445269,308.0082136
YLR238W,18.47388399,18.39068086,18.64418499,17.68043528,17.10900273,18.13548272,15.77041116,15.85757304,16.01528316
YNL067W,521.9193512,550.3045579,567.684243,539.3334461,531.450011,522.1831637,573.5147693,547.6710591,542.8086778
YEL016C,15.18369118,14.02629768,13.70791252,11.10039751,9.254276675,9.654201445,10.76685801,10.23225579,9.289466715
YEL020C,13.98532465,14.36063577,13.49288672,13.35958212,13.39956663,12.34599135,11.29557183,13.39379491,16.60290014
YLR020C,48.15831324,45.3396789,48.00180816,41.4146473,34.92988893,39.34063619,29.81214152,27.8314906,26.68387989
YPL060W,15.78202436,11.41876908,13.64433853,13.24713031,13.416395,12.75567062,12.37066335,16.39029538,18.2008614
YER087W,29.35098386,29.59984362,29.67039725,29.91385709,30.33948534,33.35383102,28.63208264,30.82227073,28.60500172
YIL156W-B,34.42025669,37.5548386,36.96463925,38.84175936,38.3849617,32.77949026,42.85838451,40.66181398,45.71146632
YOL087C,39.50197201,37.92631048,33.71440669,36.44230211,35.03295704,35.69387107,38.81356576,45.57439706,50.81369334
YNL304W,13.31519379,16.96411704,14.71645356,14.36241736,6.887024441,7.063897709,6.024557178,9.119118977,7.374498329
YHR056C,27.24555989,23.75064616,25.14774299,20.65882194,20.41179748,21.76617415,17.98095618,20.41980428,22.54002015
YNL092W,5.431362237,6.162568559,4.646511134,5.745935762,6.250158365,6.230750168,6.703557402,12.74213426,16.57060273
YJR110W,21.46773069,19.40785012,20.5110777,17.09161861,20.24560076,20.6792857,20.73228908,24.47592495,23.9528814
YKL033W,20.91827572,25.7359553,21.85016251,21.54063625,23.29551749,25.10037418,26.51231816,25.0445757,25.63440203
YPL152W,22.82489358,23.34644326,22.24551135,19.61798273,20.09699394,23.25397453,21.12558371,25.00406693,22.13689763
YLR427W,31.77824246,33.29459635,35.69011463,32.73162581,28.40823082,31.59764815,29.84636709,33.18822881,34.90351525
YHR214W,0,0,0.145094079,0,0,0.139290316,0,0,0.336070064
YLR049C,47.22036439,50.83858624,49.77223344,43.41879928,26.99907635,29.71443698,25.59039279,28.29373051,38.48106763
YBR025C,507.5444616,493.5642164,514.8433007,503.3882375,506.1565372,506.3973548,507.2582124,471.6451662,421.7770132
YGL243W,32.84680972,25.58805641,27.8790668,28.00132076,28.46355904,33.49028215,32.24763929,29.39455311,27.50378391
YNL208W,230.4358733,319.6417002,471.0865627,624.419428,961.8399532,752.0335311,1644.669303,2011.862017,2303.976854
YER055C,162.6931401,159.2273417,168.6680486,183.0057385,165.6425327,163.5414929,171.9148176,172.1474969,170.8474077
YHR065C,62.45158625,66.01719443,61.14370538,56.81450935,61.9930182,64.23976815,62.27474717,52.28385124,49.11758887
YJR123W,3728.580066,3825.96327,3873.340876,3756.271948,3777.939401,3703.95047,3915.267551,3513.331051,3338.802969
YDR405W,39.4332615,41.9371716,39.00260914,44.27238338,46.07673895,41.42346074,40.31786779,39.95516825,42.83300062
YNL128W,4.132362758,3.210732739,4.894922334,2.834737772,3.114197627,3.52434408,2.40663555,2.547951199,3.149368237
YGL163C,24.21549484,27.71446456,23.74150304,21.97375561,17.66105831,17.55161311,16.54824916,16.4719688,17.36544824
YDR426C,0.824617584,0.427136859,0.940609891,1.032108908,0.53858272,1.354478244,0.449960966,0.42990598,0.544665276
YMR139W,42.21493272,44.45718787,41.21702638,41.9897545,39.34923127,44.31348538,49.12100854,57.57144689,73.67822375
YDR442W,0,0,0,0,0,0,0,0,0
YJL128C,51.50352053,50.81374235,46.66850512,49.07456618,48.1803321,50.10500414,44.98802152,58.53589959,71.24417303
YDL217C,65.03713437,59.96644981,63.18090229,55.27415356,53.28727053,56.55544551,54.04912344,55.02209989,47.132343
YJR002W,94.20102231,92.04331642,86.21341903,81.7098775,84.30785192,91.31852772,75.86440416,64.56591593,60.99058393
YOL085C,0,0,0,0,0,0,0,0,0
YPL094C,118.0894411,139.7292185,122.112339,119.2342564,115.9381006,114.4391655,111.5804903,115.3601045,122.3560136
YJL157C,99.59330999,143.8419367,194.5231834,231.2458232,330.6418101,310.2011543,350.0940074,342.2296568,346.2414428
YER120W,235.0665669,252.0765049,204.7220129,210.8535926,195.0234443,189.6921561,190.5508062,192.877552,207.2970811
YAL037C-A,0,1.750332563,0,0,0,0.92506938,0,0,0
YGL207W,119.903077,139.2108723,142.8939914,143.1435731,116.9130129,122.3592574,110.8061825,113.1965828,119.6873457
YDR516C,19.52491669,15.43835273,19.477576,17.87499935,15.68129127,19.09510723,13.8351014,16.29378009,18.72930548
YLR315W,6.743618851,4.191685791,5.576837279,5.064274079,3.964015548,5.353763788,5.335600043,5.273575519,5.345044921
YPL106C,1018.641396,1027.237462,1022.464309,997.6777103,1011.032864,1000.664574,1018.423077,993.3978568,973.0158558
YFR042W,31.32907579,22.73687815,29.45265192,25.8541567,20.74303928,27.99180038,22.5428949,26.78807002,27.96973811
YLR256W,14.43605151,16.21736701,12.60564355,12.5803155,12.54397146,12.49787612,14.33696612,17.16739123,19.0398452
YPR191W,244.7319847,249.2625498,244.155028,269.048909,268.3103698,260.3208803,258.3640471,282.7512229,285.7291384
YJR029W,0,0,0,0.018465502,0,0,0,0,0
YMR241W,194.8493897,206.4057425,236.281404,229.0732375,226.0603975,223.2239452,217.1655094,191.0041755,175.1035395
YNR077C,0,0,0,0,0,0,0,0,0
YOR147W,37.55644562,34.13710704,32.98365909,25.62094335,28.424222,33.80564035,24.88226331,25.63866745,21.10548787
YJL189W,805.0721653,748.5987957,763.4601015,762.2071823,700.1510645,727.4157392,853.1933607,744.3146583,690.4090455
YAL059C-A,0.245561476,0.763178179,0.210076972,0.461024951,0.481150913,0.403347787,0.200989673,0.384062925,0
YHR079C-A,2.009386706,2.676408795,2.701322174,1.886243358,5.343307507,2.357517534,8.458269015,4.489599842,7.963277913
YBR260C,32.43523316,34.21900161,33.7322695,32.63618677,29.13705584,31.40425532,30.27989822,32.29335494,34.90759754
YLR396C,27.81696735,25.06644937,24.69452277,24.37766631,25.441869,23.50166624,26.28325005,28.39233758,28.89587096
YOL079W,0,0.809198974,0.668234791,0,0.510165038,1.069175666,0,0,0
YNR037C,110.4097975,100.1317523,103.8039974,94.09267775,91.18597139,104.6034816,114.7351376,121.7032562,127.6834049
YPL243W,103.7421481,100.8790892,103.1897153,97.76291628,93.9608299,98.54174305,98.77318518,94.91136351,92.56796783
YDL109C,12.64003371,11.93433134,10.63099762,10.91416659,12.17438103,11.4322007,10.78227359,10.59365332,12.04767073
YBR018C,4.050871408,1.463914507,2.417794971,1.768659356,2.399630826,2.630560928,2.390315367,2.136437307,2.986746313
YLR440C,36.99223893,36.00308295,32.31297616,33.62861942,31.75867224,34.97796388,30.5168219,31.21210299,36.55397305
YDL248W,18.72667606,17.90783342,23.79984103,22.90344718,20.55153982,20.85143354,24.02306804,25.69818085,33.53926681
YCR043C,112.8262017,114.3611542,109.7161269,102.6099501,95.42617063,98.43897561,102.7555768,98.81046587,103.4736035
YBR054W,33.57352602,34.10609331,22.54893891,28.31736522,20.61875914,20.82390222,12.22227144,10.81541997,13.10673249
YPL270W,46.47809034,49.12092281,49.11981568,52.09581943,53.58271531,50.78515313,52.69583794,52.05798373,52.90504429
YNL164C,25.73484272,22.74270974,27.05791402,22.22140262,21.07440999,23.31350207,21.78728057,20.27852243,18.68485845
YNL062C,59.39065048,56.96625534,56.67338351,54.87031638,60.51779478,57.60682748,51.44579822,45.76687449,42.89807988
YML106W,362.2371228,367.2918443,379.5108469,394.2549783,377.7246939,372.5907384,359.7265878,319.3822099,293.2117405
YMR003W,44.16316027,30.80115423,34.65776572,19.9122555,9.19837836,15.13637013,8.538688799,9.245863836,11.3694307
YMR298W,72.2178917,83.72165933,80.41486224,71.45070762,80.4096851,78.70457541,78.81285325,73.68655068,80.86351329
YGR296W,0,0,0,0,0,0,0,0,0
YGR296W,0,0,0,0,0,0,0,0,0
YIL029W-A,0,0,0,0,0,0,0,0,0
YMR037C,46.71545728,53.16904252,37.49069023,35.24769095,29.63083912,33.61581352,27.92482445,31.70190549,33.99649156
YHR012W,38.68596321,38.46749497,40.24657675,40.33896805,38.63537341,38.98875663,47.53998139,54.47179953,62.00510056
YKL094W,71.47065463,63.14589783,54.73654856,57.47673019,48.98126521,54.71770638,52.00826724,60.88560568,70.26471468
YOR066W,12.50764585,14.74764059,7.696668657,9.784272246,13.16733533,13.42599372,11.09050164,10.98228849,14.13131031
YDR497C,571.0116329,591.0575689,562.8472306,508.6206514,457.4315994,460.3216963,460.7425847,415.6741063,393.9367688
YLR367W,241.0066617,291.1433172,237.8926039,244.6914953,215.5765047,237.7142857,207.5366533,210.4190785,223.1739513
YOR129C,15.61554829,16.15711685,15.8060002,17.16213098,29.42306928,25.17320466,62.29240479,60.45302286,63.18706358
YOL161C,0,0,0,0,0,0,0,0,0
