Gene ID,0 nM,1 nM,5 nM,10 nM,15 nM,20 nM,50 nM,100 nM,500 nM
YCR031C,1204.951065,1220.030417,1288.292947,1303.772157,1293.006204,1125.531915,1295.707285,1193.836665,1064.054301
YGR124W,411.3108989,432.570547,436.8637456,450.1433664,461.3439072,442.8702351,476.7166192,498.0632185,508.2075763
YIL123W,37.9723903,40.76438859,36.14293508,34.89700961,18.10372369,18.0330308,13.76062445,17.62419104,25.55965595
YJL178C,74.50967927,72.513164,77.77487708,78.29844119,76.60926162,70.80015664,64.94013331,65.52584741,65.50685932
YOR163W,34.60334316,41.82243389,37.43452873,40.21668889,44.30413804,40.59845124,50.20125458,47.39105784,56.23235936
YOR051C,87.97408489,86.36859097,91.08720311,85.8042657,93.65031203,97.61798371,85.36573669,84.31018818,89.23447436
YLR352W,13.42916224,13.75705049,13.20823198,12.88719807,14.1620804,13.27701724,14.21211832,14.71580765,16.27117265
YOL105C,6.701622661,8.389019063,7.325773984,9.319881638,13.07030609,10.14141929,13.10356386,11.7916517,12.41869444
YHR214C-B,4.736571531,5.684840804,3.475598989,4.175179695,5.357206858,5.898305621,5.137597792,3.643816624,5.341403431
YKL018C-A,0.693156809,0,0,0.325338678,0.679082559,0.284636732,0,0.271027683,0
YER090C-A,0,0,0,0,0,0,0,0.910531204,0
YDR354C-A,0.724663937,0,0,0,0,0.595149531,0,0,0
YPL251W,0,0,0,0,0.336168353,0,0,0,0
YPR112C,69.77210244,67.96785193,67.47975275,59.8707464,70.2615843,72.19501282,58.57290416,41.78151766,36.24079619
YNR038W,44.32534142,41.68552745,39.60968504,35.5323571,38.69584262,41.22410822,32.4183894,31.10218419,28.69743017
YDL192W,651.4236821,607.1887604,669.6922376,628.6367044,559.0276161,584.9697443,602.4387017,581.6840884,580.9769606
YGR121W-A,5.783829377,1.497959031,2.474022761,3.619581938,1.416597804,0.791687284,1.183501982,2.638422977,2.865192684
YLR334C,0.818107445,0.423764726,0.233296006,1.02396068,0.267165375,1.119820829,0.223204321,0.213255992,0.540365287
YPR157W,5.317989948,3.558053079,2.906638763,3.605392558,3.111534022,2.305090915,2.29727042,2.194879923,2.488068249
YIL109C,134.4913706,147.0707492,122.7422317,125.3044257,127.5974145,123.3430277,122.0397728,151.6096685,166.1914821
YGL257C,45.19767025,45.92638711,42.68648758,39.87398197,42.52329089,42.14695577,42.00396355,46.32083025,44.84129123
YFL066C,0.087968542,0,0,0,0,0,0,0,0
YER099C,45.85167039,42.78427964,45.4390338,45.58552985,43.75252214,45.84705778,46.93361156,39.67096831,38.87690841
YDR316W-B,0,0,0,0,0,0,0,0,0
YGR161C-D,0.43276248,0.3362446,0.235598852,0.166189518,0.346888984,0.290796297,0.30591025,0.353807398,0.545699189
YBR299W,0.177241066,0.826268736,0.353801241,0.554596719,0.115761508,0.436691817,0.580280333,0.462014123,0.234137753
YBR299W,0.177241066,0.826268736,0.353801241,0.554596719,0.115761508,0.436691817,0.580280333,0.462014123,0.234137753
YNL182C,77.02086526,73.12547152,77.59086481,67.98251245,67.53979153,78.82678783,53.27178839,40.1054311,37.19995221
YML042W,5.253453373,5.362350855,5.639919349,6.285245724,5.146784269,7.740789307,5.817512229,6.00126953,5.511081356
YPR163C,357.4734011,355.8653243,346.3537437,327.9918021,324.1756113,323.8590223,320.8178752,277.0113947,255.1844131
YLR009W,210.886884,198.6671291,199.8010869,187.2446295,185.9274764,218.378148,173.6000487,138.1286477,115.1817026
YGR152C,65.36858507,66.93203249,71.52889767,63.0274086,31.40009681,40.0561827,29.34400086,31.00815128,32.8843325
YDR170C,101.2721758,109.2946091,92.10800281,88.17627898,93.99577171,91.10575481,88.22216511,91.23918349,95.09138411
YDL124W,177.7566645,189.1851989,172.5793525,200.1526553,167.1122271,181.0098444,191.1561784,290.6283586,389.0053984
YDR268W,26.65732599,28.41716397,27.47526448,28.69607103,26.2051938,27.94537949,26.51016732,31.87418803,26.86170548
YIL138C,169.6490572,158.7064429,160.6711998,146.6163905,139.4107489,130.028515,139.7305072,131.3305151,140.5618239
YER091C,916.938708,1107.286372,1229.201504,1231.68731,1148.75543,1196.736911,1078.395735,973.1158921,940.3857659
YOL064C,61.22971283,61.68087128,62.29633889,60.92232042,58.94569521,66.22910511,57.5463592,59.66397851,59.89845967
YHR132W-A,53.518725,46.47465297,55.21141934,57.38068266,51.1469511,54.94209534,57.33243147,64.21434873,63.42110051
YOL110W,12.2085038,14.45435923,18.02890593,15.28042305,14.38121614,12.77192564,14.3940178,15.91194783,16.70357773
YMR129W,69.30842637,67.85515513,64.10902157,60.89159647,63.37271887,65.21358775,55.4812635,56.56252512,51.32191016
YLR153C,448.0564264,484.5835384,480.9537641,492.8790549,504.7432601,455.4083633,528.75591,570.8959617,576.670668
YOL128C,15.8152921,11.71651185,15.81113481,13.55135186,11.17021516,14.49904661,9.407458082,9.922931896,8.74557483
YDR194W-A,0,0,0,0,0,0,0,0,0
YJL016W,31.85682877,30.48591102,26.62205106,31.92508862,31.45099339,29.34528695,31.00751781,37.80136489,40.45844783
YLR074C,95.54404145,84.38003221,93.43971631,80.54474708,84.46700508,88.5106383,72.09499576,56.726094,52.56673511
YJL197C-A,0,0,0,0,0,0,0,0,0
YOR085W,72.79497232,77.76002155,60.59043227,68.61120563,58.77130339,57.60051776,61.35572777,56.38715482,64.02198609
YJL190C,2074.389341,2043.281081,2168.593501,2153.478123,2105.563037,1956.14416,2200.065777,1975.076903,1797.238403
YPL204W,102.7889893,105.0388253,101.4366003,97.21071455,105.9011863,110.9135746,102.8213868,113.3102089,121.072411
YOR284W,14.45957344,14.31872603,18.31261946,18.09790969,10.41616033,10.36178945,11.83501982,11.19666894,13.48325969
YOR159C,73.34160403,69.74212424,58.37328938,58.22874993,52.19132051,60.53341325,51.96573845,52.21768211,43.38143853
YER072W,181.9465349,187.9380218,195.7647359,180.0486131,162.0711704,155.7731226,189.0408629,177.2820639,169.4441072
YDL004W,222.7334294,232.5255076,229.3561108,236.5306683,228.1104535,238.7216386,231.048888,218.5652703,217.2672046
YOR188W,34.37026062,37.98113965,33.04012817,29.86977008,26.77133266,31.12006034,24.85134546,21.27436283,21.358124
YJL164C,35.17930588,34.41978368,33.43974604,35.79570843,36.59247472,34.02828557,38.74737211,49.65486135,62.82369262
YKL002W,51.27233864,49.61255955,53.3535174,53.7178328,55.26765715,53.10816066,58.35365192,61.99457495,68.35691423
YNL130C,146.3638991,153.6937737,157.0395503,154.8931566,140.6007632,146.21183,136.9208597,125.1526213,122.7516368
YER100W,67.93628045,61.02888272,71.79436397,66.61871844,72.36202614,64.62200091,66.99691408,66.4893617,67.9911748
YDR228C,25.02480432,27.06684483,24.99245511,26.75097276,26.51474241,27.16161159,24.31739844,23.92323873,24.79356896
YMR110C,54.47223537,50.18350232,52.75876761,54.54288678,54.44623038,59.80880356,60.66743735,81.2401239,90.97614318
YFL048C,71.15148368,73.71034004,69.62236827,74.2122587,78.43911477,73.45756616,85.83266247,97.28109934,97.83157917
YBR247C,93.48564328,94.66512628,86.94175208,87.08605631,87.31944012,91.96885493,73.82817501,56.79869804,57.0306961
YMR323W,0.15784759,0.122643257,0.067519027,0.148174051,0.077321282,0.324091329,0.064598356,0,0.15638904
YPR117W,24.40484573,26.73422664,24.51029266,23.87299411,24.91516542,24.68073712,24.64242647,27.2004892,30.32383269
YKL018W,29.44304447,29.47071572,33.16624716,33.24507324,33.2592528,32.0117032,27.44352423,30.39922126,28.23668153
YLR024C,19.90271832,22.21408184,18.5415925,20.15478319,19.17332432,19.17847648,18.16226832,18.8961967,21.41839482
YKR026C,43.05546923,42.84783575,48.33832185,44.6600953,52.25603242,47.70412307,44.67494124,46.04189901,44.33706018
YNL091W,48.97361439,51.13867927,43.37350086,40.61453927,38.81434849,41.95868156,38.69434611,37.18744475,40.76984951
YLL024C,1362.270397,1438.534395,1335.561888,1332.872382,1333.022963,1249.276551,1344.352997,1354.365582,1366.21465
YDL159W,23.64596696,21.8593569,20.80210153,19.93314536,19.49081077,24.59117853,25.82360014,21.26770169,22.96290495
YLR122C,6.871813197,3.417094871,3.056982147,3.354353951,4.308661757,6.998137592,5.174551108,4.514012785,4.901987484
YLR347C,107.5154589,112.9394469,106.108619,104.9906299,114.0904673,109.1402938,108.8684473,103.0443056,103.5034693
YDR159W,34.10003118,33.60817813,27.46978324,27.52631815,28.72797468,27.26455444,26.43356476,26.58354725,28.02703847
YPR031W,24.73020545,20.21844524,22.26179875,20.44274127,15.18774494,17.08948296,14.72790757,14.07147733,14.81072443
YGL187C,199.0436143,187.9264983,216.7904384,214.9659637,215.4371243,199.9179917,210.3186928,221.2473841,211.4945763
YOR040W,14.63110864,11.27402071,14.8960997,14.98304192,13.97864111,12.21480176,9.204248206,10.21239899,11.26128824
YDR323C,13.79906287,13.11561414,12.95117065,10.87834116,11.02510508,11.77295796,11.95232448,11.10530236,10.75141793
YJR095W,0.535263135,0.499061764,0.457915714,0.602952053,0.839031757,1.142957623,0.438107655,0.418580977,0.212126869
YDR485C,23.44304534,24.2186778,20.61253777,19.88722963,21.26578187,23.42475644,19.15237079,18.8419308,17.37680747
YNL029C,29.40943217,28.85816162,27.53428499,25.12556579,26.67564488,23.71906209,20.98803898,18.86390699,19.77433684
YOL020W,89.58077132,90.93066265,97.87672817,91.14862588,89.13225948,85.53718019,79.71331828,76.02372232,76.56897097
YGR011W,29.88016148,32.60128627,29.91341426,30.73452532,29.27345769,28.71687769,26.79821206,38.77857434,35.9027979
YJL013C,23.44500973,23.10846301,21.77630463,19.99602595,17.65329326,21.2903492,19.18951178,19.95811415,20.17550031
YNL136W,23.45198632,23.58083118,19.85482375,19.80566076,19.55725864,21.92638998,22.38335582,19.03773151,23.79807654
YLL057C,1.088166607,1.040585433,1.074141546,1.414356028,1.14807738,1.374901179,1.370236544,0.916415089,1.326906682
YER064C,74.11683135,72.60707155,67.02992562,63.99585502,66.58881241,64.12432152,71.39889843,66.50719186,67.67923831
YBL057C,63.23561059,62.76591913,60.89547504,54.23229448,59.35680576,57.37203453,60.70016557,56.95910854,56.09095263
YDL058W,43.09430206,48.05138591,46.12503499,43.18761933,41.57674122,43.53543195,42.09304426,42.43444911,41.54938299
YKR035C,19.23807522,15.07306669,18.11774599,17.14854586,16.31334289,18.18966376,14.55528959,15.0443619,16.01706779
YBL087C,498.2455744,471.1505873,539.7457018,514.4927844,488.4610488,444.4650688,490.3144172,458.1213138,400.1531644
YBL087C,498.2455744,471.1505873,539.7457018,514.4927844,488.4610488,444.4650688,490.3144172,458.1213138,400.1531644
YGL130W,35.99514554,35.26558371,36.00100803,36.96356972,30.55255961,33.75865953,34.93576555,40.07789921,43.33110473
YBR295W,13.51408901,13.10303752,12.65423103,12.8990992,12.93373201,12.66103177,18.00922537,30.63875136,36.56718517
YBR295W,13.51408901,13.10303752,12.65423103,12.8990992,12.93373201,12.66103177,18.00922537,30.63875136,36.56718517
YBR295W,13.51408901,13.10303752,12.65423103,12.8990992,12.93373201,12.66103177,18.00922537,30.63875136,36.56718517
YMR035W,18.85893709,19.63787754,20.79091986,21.90084756,21.52360454,20.59798012,29.9169169,36.33754078,34.28734335
YKR086W,24.14201565,24.44259122,23.19027608,21.93632716,24.09391258,24.67158598,20.9471875,17.79543318,17.69171076
YPL181W,41.38260158,42.58835495,39.77696902,35.00665574,40.40876302,42.21724524,44.97567073,49.04887827,48.76796715
YOR075W,28.19848545,27.71584293,32.39225314,28.15399581,22.25693089,23.32242226,27.23951197,26.64879691,28.4315274
YDR024W,30.1265958,19.92131082,25.77319588,21.4609491,27.21230834,44.22022373,20.98580835,18.88085014,14.81826457
YIL142C-A,0.312129346,0,0,0.293000797,0,0,0,0,0.618490389
YMR159C,3.89747352,4.275148561,5.88401431,7.532454117,5.839809532,7.154961401,7.318336373,7.171440456,9.994366811
YOR211C,55.04569184,52.0533684,51.88432611,48.10485977,44.48581271,49.03672123,41.81557855,43.59774873,43.55201205
YGL084C,51.25898727,55.14484137,51.28351085,49.67913869,48.58851862,49.53576037,46.44295383,50.0099249,49.44245996
YKL183W,25.56882181,32.38115242,19.56136294,18.39790222,11.25579342,12.95097132,13.27580485,13.38876753,18.07874297
YDR541C,17.83906756,21.33577527,18.94796768,20.13261182,20.42239001,20.82390222,15.99559014,20.22013298,19.85868559
YPL245W,36.39098658,29.75052063,31.5873214,26.1733058,25.82729208,29.38790791,27.23616366,27.32928701,27.09749679
YGR118W,761.7128602,774.0544778,805.6118428,770.361106,747.052346,743.3299561,847.6154575,738.2324441,692.8826744
YGR118W,761.7128602,774.0544778,805.6118428,770.361106,747.052346,743.3299561,847.6154575,738.2324441,692.8826744
YDR369C,11.51859546,12.81210669,12.27442715,11.72323158,11.16592887,11.8498357,12.33891595,14.28582265,15.37638508
YLR437C-A,2.282531784,0.709385885,0.781079139,1.7141192,1.341711577,0.374917987,0,0.35699241,0.904576251
YOL049W,111.0740318,115.942029,100.7332612,107.4325661,112.2601738,121.5723044,115.0644758,116.4189765,114.5720948
YJR140W-A,0.695482839,1.080742254,0,0,0.68136136,0.571183778,0.56924592,0,0
YJR044C,71.70395108,81.66006518,73.10678633,78.60475409,78.18702336,86.51810023,82.80774534,89.10259857,91.47795284
YMR088C,50.64705449,52.56389709,54.88260899,52.72972873,50.88170905,53.54441868,50.19717087,53.38474656,53.28104168
YDR436W,10.49878972,12.915681,9.023259218,9.946634935,11.23798821,10.37882719,12.05428966,12.96140315,14.63953986
YIL083C,56.11158081,50.78996003,56.1654286,58.70272303,104.2066735,99.9243585,190.9750008,168.7230091,164.1587379
YDR381C-A,32.9371882,27.53683051,33.61543937,32.36515123,31.7023003,35.11824725,35.62971581,34.64418912,39.69374747
YDR230W,0.298636723,0,0.510965316,0.280335056,0,0,0,0.233536822,0.591754493
YHR133C,77.45373797,81.15942029,78.9260385,81.48971651,68.33937636,76.54711246,65.13994911,62.79231304,59.37224993
YOR124C,49.50642851,56.47458559,55.07692193,56.02684805,58.20678432,56.01685187,60.55864125,68.66306746,73.68102891
YBR076W,0.681756204,0.151344545,0.916520023,0.274275182,0.095416205,0,0.159431658,0.380814272,0.385975205
YDL064W,83.89694185,81.4820339,86.82773135,80.090235,62.68991998,74.01189738,59.06683136,61.29920964,51.42275492
YIL058W,1.094650806,0,0.624313255,2.055132351,1.429899192,2.397362901,0.895961008,1.712055151,1.446047951
YJL103C,11.50169734,13.62166139,10.36508009,12.00229773,13.12795379,13.06859868,16.13180369,18.42550159,16.70590526
YGR024C,63.94930564,57.3657382,74.60236937,72.71844183,73.75712831,70.42463669,77.68011258,80.12802299,69.11825269
YDR127W,96.03865028,105.7206744,98.23200983,100.1541398,109.1061687,104.2847832,108.3622792,105.7429347,108.4857577
YIL147C,45.22005869,47.31537987,44.3504499,43.56446585,35.70765192,35.90643411,33.28316539,33.50366947,33.19513243
YML097C,43.36271342,43.37724537,40.62966162,37.61827502,33.79099781,35.80120908,30.35908222,30.20208484,36.218432
YNL051W,24.81570064,28.45627374,27.01301896,26.4276557,27.7490181,31.97638667,29.1363659,25.42870794,26.62113379
YBR051W,0.88823094,0,0,0,0,0.486322188,0,0,0.586682312
YMR097C,24.33307184,24.81885883,28.05051343,33.42493588,30.18992963,30.32348913,34.60375243,35.19207231,36.86045711
YNL059C,55.63034391,56.39977639,52.90992877,46.55701239,49.48510856,49.93007912,53.31501542,53.47673869,56.9731411
YLR033W,48.44628304,46.77148605,44.56139361,40.31675422,34.73858541,42.66606468,38.41541746,38.69153816,40.44139674
YJR033C,21.54972274,23.6821328,23.3765691,25.12512407,27.09436041,27.58173963,28.92504415,30.85902697,34.63485436
YMR253C,13.91133399,14.10959401,12.18615311,12.74600573,14.44497038,10.67250462,13.29536994,13.09364365,14.19544821
YPR050C,0.50182539,0.779809181,0.429309841,0,0.737454063,1.03034362,0,0.588648502,0.4971884
YFR032C-B,0.394018795,1.224567269,0,0.739743457,0.386018413,0.647196829,0.967501621,1.540632645,0
YGL249W,1.176464821,1.294948027,1.300012749,1.334442608,1.296649362,1.127236861,1.444387471,1.725012995,1.554125329
YHL040C,12.43743448,16.76154901,15.06574314,16.16966055,17.95385374,15.72863583,14.99961487,13.08302297,14.06728963
YLR023C,62.26511597,57.9552175,59.73579277,57.435342,49.60987467,51.97177035,46.43908913,46.50575807,53.75822897
YFL040W,0.766660491,0.496395178,1.038469274,0.299865181,0.37554689,0.524700265,0.209168045,0.24980665,0
YBL098W,41.01587397,41.01502875,35.98700619,27.31055764,26.00512756,23.40117622,26.39043856,32.19208767,36.69948324
YJR009C,1800.699845,2049.509647,2257.173922,2331.901156,2607.651852,2274.335906,2590.507563,2423.160746,2228.070103
YPR180W,31.49543714,30.72395836,35.44399339,34.78815599,30.75859854,31.90469391,32.69097997,31.46701558,29.92473535
YGR148C,1495.157049,1583.410056,1659.14924,1588.915088,1561.9735,1471.95772,1642.047756,1460.406262,1327.447247
YJL196C,121.083413,117.4901343,103.2059477,93.62318599,55.44541513,63.09926034,33.12620356,26.25886019,24.67590838
YHR105W,12.71200077,15.75299307,9.773798511,9.818256519,11.35037992,12.95097132,13.56555455,10.31841107,15.62360504
YMR204C,9.032459374,11.61155643,12.22308393,11.02258783,7.722815288,10.52028189,8.132277885,8.925658893,8.786288184
YCR053W,251.2819136,282.2207204,249.6509021,259.4453741,287.8672313,250.9646125,269.7244965,247.9404775,247.8960752
YLR085C,21.73331024,21.53600673,21.15264395,18.99696049,17.58906392,18.7544461,17.53069806,18.41196494,19.03596862
YDR069C,18.37700824,20.33156084,19.54819123,20.33003947,20.34108754,19.89897444,21.29594035,23.52413045,26.66450002
YDL074C,84.89324256,83.88606204,81.48268113,70.94410734,63.65704405,73.20282608,64.60182919,63.07182941,63.98521404
YHR114W,35.05109119,36.5940123,34.83608851,38.07129977,39.35946082,34.96480016,36.497018,36.27707672,38.77781822
YLR137W,17.00496526,15.18330187,18.16451586,14.46356065,17.21194159,14.58305202,15.14875384,18.58787953,18.61639248
YOR346W,32.27609554,30.11495417,21.37613117,16.77744164,13.52722354,15.62826038,10.12533908,8.002328349,6.944159927
YPR010C,249.3532284,257.1316576,262.7413086,250.6392594,262.480548,259.2315443,231.9742545,184.0226177,146.2562772
YGR257C,49.55252002,46.25969843,52.46615087,46.86947294,47.16197508,47.89168279,44.56781556,50.31678208,50.58801568
YOR279C,12.34183549,17.45074053,10.84375856,8.976136003,10.5662186,12.78422062,9.555635641,9.390585764,13.88019846
YLR306W,11.54700222,11.73222912,11.6514691,12.36798221,9.427121102,13.37386018,14.05549497,12.73442927,11.44030507
YGR242W,0,0.52282661,0,0,0.329619619,0,0.275381955,0.263108043,0
YJL112W,38.23176862,40.10743385,37.13149677,36.11562809,34.51966058,31.71641791,28.72089932,29.14167009,28.63633577
YBR036C,101.8605747,106.787335,102.6843281,97.59209662,98.63867097,87.38601824,102.3732417,115.9648698,123.5032934
YLR398C,50.59291082,49.77233534,48.72099919,48.44927079,51.66810992,48.77699506,51.99279742,51.31172143,53.15527027
YEL022W,63.4445842,64.83145477,65.10764626,59.68972892,50.63390919,53.44657529,48.19052146,45.54298677,45.71941969
YLR309C,44.10302072,45.3358533,43.79140897,36.59863849,43.39312726,44.18686063,44.25403116,41.80753128,44.74659239
YPL092W,12.65212676,11.58577688,14.30294409,12.86648267,11.8049817,14.53488372,11.95830128,9.835192793,7.312210496
YPL092W,12.65212676,11.58577688,14.30294409,12.86648267,11.8049817,14.53488372,11.95830128,9.835192793,7.312210496
YDR282C,20.32554188,17.73407687,14.82292308,15.0137,13.87370036,15.87192994,10.56811457,12.11650607,10.06886443
YIR018C-A,0,2.350811618,2.588393643,2.130137181,2.964170588,3.106072371,3.714641259,1.183025944,1.498823424
YLR446W,10.67333617,10.39705615,9.676135651,10.24354208,8.661825929,8.046183787,9.713934411,9.779287096,10.57471192
YPL227C,53.87775324,57.74005428,58.45412676,47.6692452,34.58248225,35.85657371,32.60917315,33.41576966,29.04194311
YGR273C,0.791045366,0.307310297,0.845920632,0.185641726,1.162475297,0.812083807,0.323731458,0,0
YMR184W,37.5560733,35.39430881,37.33518968,31.82696576,35.7714714,34.84221048,44.82811619,74.91869079,87.16563538
YBL081W,10.77495339,12.95815825,4.809357085,6.24467883,8.16955967,6.079027356,6.211780296,3.810070897,4.827132943
YLR160C,0,0,0,0,0,0,0,0,0
YLR160C,0,0,0,0,0,0,0,0,0
YLR160C,0,0,0,0,0,0,0,0,0
YLR160C,0,0,0,0,0,0,0,0,0
YFR046C,12.60714883,13.20896132,13.80854332,11.02763184,6.736999696,8.942053142,7.42642949,8.962648164,8.705608494
YHR194W,17.40026875,20.09409965,18.65831427,18.17986544,20.6081446,17.32470361,19.99725891,19.75837005,23.14341953
YJR142W,40.92659422,42.13738353,43.11891161,41.63575527,47.99620771,47.18933687,59.65287472,68.03032119,91.2838869
YGL027C,64.92739692,65.48105396,71.24809651,65.30461745,45.95116268,49.27390746,42.49360476,52.94478643,56.56874827
YLR423C,14.3076306,15.1648925,11.88636634,11.33466451,10.69514384,13.38065239,12.11680601,14.4224364,13.92960796
YBR182C-A,0,1.660109235,0.456971558,1.002848089,1.046627244,0,0.437204341,0.417717923,0
YMR286W,107.2140295,115.1988109,124.1134752,119.7246333,111.2846544,127.6595745,121.0282508,102.2316419,108.1977571
YDL036C,32.25276612,29.70016753,30.53017761,30.55652115,31.8173174,30.04476056,29.45396504,23.76237161,25.44544319
YBR213W,14.08521555,18.17456967,15.38507884,19.59691738,17.372234,16.31894237,13.89609427,12.88335353,18.19142362
YHR037W,41.46277801,38.32285749,39.93725026,39.14707811,41.85539314,42.38071185,44.49611101,51.47532891,58.26057697
YOL159C-A,0,0,0,0,0,0,0,0,0
YLR107W,37.72908469,29.57975524,37.09675535,28.20530901,34.45421019,43.39444074,30.32195771,37.71504249,47.02157241
YNR045W,22.50305978,21.92383878,24.01884816,27.54726077,27.64406879,24.56440189,15.24292546,14.67387047,15.795293
YER137W-A,0.679520938,1.5839075,0.290663876,0,0.998585337,0.558074642,0.27809063,0,0
YMR072W,169.6397506,182.9494609,189.5328931,177.0745796,182.4094632,180.715913,179.6409951,197.8133172,215.4007833
YPL205C,0,0,0,0.282779839,0,0.247402276,0,0,1.193830285
YER166W,62.08825323,65.47097607,62.04733648,57.51987819,53.11916284,52.85079308,47.47269511,52.79883678,50.08263635
YAL026C-A,32.01290001,36.48061553,42.19614717,38.28722542,35.54461081,37.39227811,30.86042354,33.37919883,39.94004295
YDL186W,0.746412555,0.579942122,0.212851098,0.583891144,0.121876162,0.102168527,0.101821899,0.194567292,0
YDR152W,103.4969217,110.7211625,104.3362966,110.3359388,121.394315,115.5396567,107.2725009,91.81513333,94.03847591
YLR163W-A,0.917052593,1.42504952,1.569070483,1.721703798,0,0.753153832,0,0,1.817157602
YDR216W,32.30676289,32.11690554,26.14254765,29.00405371,25.97512166,25.95412485,30.28743804,32.10063887,34.2834627
YCR082W,132.62101,142.6747766,162.3764377,170.3594686,160.1746403,164.2597288,161.065626,160.3950252,161.1856454
YER063W,86.4084418,80.26982444,76.89521709,70.8811806,73.04692336,65.12714063,79.51653944,95.86116931,111.1208494
YHR045W,40.10769316,44.99665876,46.3817981,44.18493826,37.36185469,43.46396134,38.1729816,37.72424971,38.82148708
YMR280C,3.373116024,3.219863111,3.133033551,3.890145899,3.210208463,4.175179449,5.107595744,8.648246968,10.12132702
YNL090W,63.64630582,73.82890638,77.91602248,74.89262585,67.62334674,69.64588088,71.90422944,78.37342202,70.34097611
YOR330C,37.35966038,37.60517899,35.04646483,33.23519561,23.78935898,27.92411875,23.09725907,26.69665878,24.00347396
YPL072W,26.82271774,25.352382,24.07042047,25.76296,23.43355807,22.93727733,20.48297961,21.84060038,20.41059543
YKR091W,6.441674835,5.657831745,5.151428024,4.469449995,5.213335163,7.93559517,12.378791,35.48118621,58.54930906
YPL252C,60.6157601,76.16311964,63.49434541,67.60512597,65.85265469,61.94035981,48.1397428,40.04931071,34.88381312
YGL057C,24.61590187,23.88402812,20.75063896,24.00908964,20.11634541,19.8219965,17.10112366,21.03400936,22.12805242
YNL049C,44.20890876,45.24776057,41.46104684,37.57896761,39.21947077,39.77024513,43.89232352,52.72044913,55.04329292
YDL073W,32.72983677,29.81846172,27.34001738,27.16754174,28.62847932,29.7901151,29.22964104,29.35338069,29.12557921
YNL108C,71.46685724,65.44346874,71.40236872,71.63941653,61.38881248,61.94319254,58.07710467,61.57635468,62.96719637
YEL042W,166.3625345,170.0342345,171.0947328,146.4145319,121.0314094,121.8618389,92.77610977,87.28693862,73.37299346
YKL085W,155.8532709,154.7754233,153.9939533,155.3126017,135.9030882,129.6092227,123.3403958,113.0809017,99.3970729
YJR018W,1.431311367,0.8896718,3.428549038,1.612313778,1.121799366,0,0.702908636,1.790879053,1.701702837
YLR219W,32.66192302,33.22268926,29.19935372,26.12130252,28.09758454,27.1748652,27.08266888,30.65774392,33.72215574
YBR082C,271.613688,312.5362765,243.8352932,260.5421578,283.3632022,283.0062532,299.4486069,300.7816128,314.2708575
YGL173C,132.7988539,145.4753071,139.3966528,132.805646,137.3192745,135.602342,140.3393519,153.1332411,156.5339024
YNL138W,146.8485604,157.05579,158.9011581,158.0431463,151.4489494,144.7347159,169.2595098,189.8221283,203.38939
YOR072W-A,1.25355173,1.298633837,0.714939373,1.56897201,1.228098903,1.029512697,1.026019864,2.614105714,0
YLR355C,1359.197873,1436.658812,1410.074865,1433.32929,1433.208319,1331.373568,1277.623791,1131.927595,1029.461881
YLR355C,1359.197873,1436.658812,1410.074865,1433.32929,1433.208319,1331.373568,1277.623791,1131.927595,1029.461881
YLR355C,1359.197873,1436.658812,1410.074865,1433.32929,1433.208319,1331.373568,1277.623791,1131.927595,1029.461881
YLR039C,31.48036155,29.97099417,27.79828624,28.0781647,26.51763839,31.03563998,26.75635397,29.60289178,33.16513256
YHL032C,25.45650126,27.98558969,26.44167508,27.9629281,28.42067366,26.50330292,35.05848991,32.88689876,36.26462762
YIL112W,28.49661244,29.67004826,28.66003041,27.61796131,24.42044385,26.75445199,21.3674712,22.88287309,25.83315069
YHR002W,14.29337145,13.0565348,14.12821479,12.87346652,13.62468718,13.16650473,14.465637,14.87823262,13.39582165
YPL038W,23.91390992,23.26333185,23.61848496,23.178397,25.9045152,21.71569997,23.23335036,22.95802786,21.95930978
YJR085C,130.4326507,116.328096,135.3558404,155.8875155,139.31368,128.0622861,134.3168969,131.6536206,130.1990556
YPL196W,22.84589121,26.87112257,24.51170947,25.82975113,24.97882365,24.04955037,24.17457764,28.5259112,33.51449502
YER088W-B,0.709773582,1.102949286,1.821626348,0.666275785,2.086085808,1.748761294,0,0.555049843,0
YBR161W,26.04429364,24.22584185,25.0266742,19.88567887,16.26162347,16.34343815,14.18631359,16.13574102,17.98986026
YCR032W,21.11420875,20.50335742,19.27642779,19.10222818,18.76525555,20.67785408,19.06864412,20.10043488,20.30337601
YGR218W,127.0656124,120.1048728,124.6420118,117.1859119,128.0735307,129.3857642,131.240574,130.6209338,130.4980507
YJL015C,0,0,0.312156628,0.342522058,1.072424394,0.299670363,0,0.856027576,0
YOR234C,402.9259372,378.8955196,378.1810597,396.5438315,381.2481338,403.3041302,431.6719054,388.6929164,352.4580263
YDR465C,81.44508525,83.50698103,89.2969672,84.07560833,85.03973168,85.2438731,75.36300992,55.44311288,42.95860383
YIL169C,0.312233842,0.377373341,0.326473822,0.488498148,0.407858759,0.797783302,0.738285468,0.515469791,0.481209127
YLR296W,0.635748117,0,0.815820389,0.29839345,0,0.261062524,0,0,0
YCL030C,51.92146123,56.38420195,59.71755371,63.33702597,63.39358828,61.90522647,71.24116247,61.58022353,57.51883271
YBR114W,27.34842594,20.6379853,24.48034397,19.6849102,24.7387028,28.66779089,24.06503925,25.65724921,29.51961799
