gene,Var2,Var3,Var4,Var5,Var6,Var7
b3904,8.420630673,8.54702984,8.50299309,8.478409848,8.733191642,8.45278411
b0654,8.649895061,8.694955099,8.739879289,9.157072609,8.677310299,10.42910747
b2482,7.464292238,7.682658256,7.798537843,8.292543495,7.402932144,9.147105087
b0652,9.026494469,9.250814183,9.285119562,9.674620024,9.378013232,10.92152205
b4077,7.29970938,8.000258009,8.035772966,8.522647238,8.199269498,9.442730871
b1270,8.454906126,8.673419286,8.839221699,8.852796662,9.068918854,8.593702666
b2484,7.165534785,7.824114442,7.954606673,8.398884332,7.672690727,9.312553728
b4055,8.901153784,8.545484133,9.43824355,8.570218065,8.196224953,9.664259067
b0480,9.263683283,8.891866377,9.088871143,8.876115769,8.689099132,9.424022979
b2179,7.259291323,7.634886492,7.739676279,7.826486436,7.338116684,8.457350912
b2488,7.154838665,7.512737002,7.917694581,8.011484056,7.50192071,8.818374484
b1246,9.712603492,9.650377951,9.925088959,10.65134116,10.47762739,11.62904637
b1243,11.92276406,11.51469468,11.87942761,11.94152026,11.80693872,12.47039914
b2789,7.529925861,7.6278953,7.68100033,8.013654295,7.592413741,8.840089367
b3127,8.230367203,7.614210125,7.939262665,8.181237315,7.691410632,9.732046855
b2723,7.460530465,7.597747297,7.787943494,8.088951984,7.669149207,8.649644052
b1244,9.858270398,9.767184589,10.10538267,10.81786243,10.69350506,11.88631673
b2485,7.587783589,8.054961817,8.049609136,8.303499653,7.859070945,8.863963784
b1247,9.508998823,9.474213995,9.730359755,10.57048334,10.48871791,11.37247445
b2483,7.168440001,7.617784758,7.793415879,8.255111359,7.741651516,9.464907972
b2177,9.1162016,8.953945327,8.905357871,9.041587314,9.380186553,9.228623873
b2943,8.083680487,10.68467134,11.06653958,9.672111929,9.40797129,8.744409193
b2724,5.76600625,6.557283779,6.622015065,6.836168915,6.646270696,7.111265239
b2663,7.996526769,7.513978697,7.50254804,7.806218422,7.030382598,9.083540723
b2178,7.710550712,7.86104187,8.170847764,8.377048064,8.10567614,9.364347092
b2721,7.100057845,7.90053917,7.954951512,8.428860286,7.439905659,9.5096051
b2490,7.862663141,8.135642353,8.3496517,8.684524383,8.059726641,9.625547029
b2719,7.455109433,7.470127891,7.701251028,8.024268529,7.587936548,8.669669511
b1329,9.273198144,8.565714027,9.038773317,8.614190036,8.311847446,8.920223668
b1917,8.533131839,8.742626024,8.915630498,8.89130016,8.680524461,9.198707456
b1245,9.834356173,9.945316359,10.16195757,10.90480311,10.76671848,11.80816794
b4079,7.686078432,7.838296771,7.868748787,8.270875027,7.895441485,9.334454283
b1920,10.74235202,10.71467528,11.27222719,11.07939981,10.46239893,10.19302275
b2481,7.26693614,7.546748253,7.967010528,8.203580421,7.534420691,8.876717661
b1918,9.61537361,9.754354719,9.843275643,10.22245158,10.07925859,9.872075689
b0433,7.673452015,8.626854953,8.506140196,9.202884398,8.714367453,10.21720871
b2486,7.674196163,7.926368585,8.116767449,8.344575456,7.81732465,9.331812895
b2722,7.330894923,7.901369586,8.177136733,8.460054167,7.920419343,10.09506847
b2702,8.047967268,8.077334328,8.607212085,7.912372103,7.331394733,8.497717524
b4367,11.25721547,11.12397297,10.99433287,10.89935191,10.88980112,11.03284012
b2720,7.237108702,7.968567044,8.143136761,8.384996474,7.479304917,9.150921447
b2704,7.426714478,7.754639135,7.862263615,8.005436851,7.543613759,8.191866441
b2487,7.389738503,7.815320369,7.714651621,7.998306448,7.744462825,8.72477574
b0574,7.045104803,7.599693905,7.745040832,7.939133047,7.531908424,8.861896916
b2489,7.571282326,7.929610356,7.963047823,8.308949535,7.732796883,9.201543714
b2747,8.121383987,8.582270263,8.544630094,8.892523158,8.640133384,9.59421043
b0573,7.024841655,7.148355037,7.087714858,7.332259874,7.015820634,7.764600073
b3213,8.290714253,9.734161795,9.943882207,10.45887131,10.31359939,10.9224753
b0733,9.672151525,9.780545294,9.539416585,9.94341115,9.661675171,10.45466245
b0575,8.145146547,8.162721372,8.073099153,8.025679637,8.1323877,8.946211052
b0572,6.797068538,7.323254534,7.614253522,7.826388582,7.119218744,8.690606775
b1761,10.77818584,11.68758184,11.65228348,11.50455014,11.24306307,10.53554768
b3212,9.096688254,9.807094028,10.04848515,10.41580265,10.37714219,10.82209142
b3915,9.356790875,9.768128693,9.688013306,9.877568214,9.735844715,10.17757434
b0978,7.433126089,8.138951138,8.116185566,7.983800788,7.486677947,8.566923175
b0186,8.505845657,8.342816158,8.494449532,8.478010896,8.255790154,9.083501931
b0734,9.680547657,9.564972731,9.515875906,9.848219234,9.751538536,9.997103161
b4131,7.224028505,7.666674129,7.720655053,8.128987854,7.70212635,9.089980475
b0979,7.822586423,8.502766485,8.375223272,8.366592051,7.907287406,9.063156303
b1189,10.13618546,9.994552991,10.12656636,8.117082875,8.979831577,8.385564292
b3739,10.25752524,10.23735648,10.40120407,10.57645979,10.18825828,11.17783688
b1858,10.00776217,10.38028942,10.31681554,10.57248765,10.45940309,9.000203772
b2888,7.502468824,7.679017575,7.924247197,8.103821543,7.811176948,9.238575863
b1859,9.521116272,9.94403587,9.901465937,10.18663602,9.993067855,9.9022459
b1857,12.11776898,12.13095181,12.34763414,12.1398708,12.28547088,11.11091231
b3731,11.08053695,11.02874977,11.37181346,11.29564566,11.42200993,11.51553027
b3736,11.47843915,11.27247459,11.59302255,11.60081457,11.53985506,12.04390547
b2882,7.338615504,7.807840999,7.859592975,8.061877197,7.753810182,8.897548954
b3732,11.05090461,10.8129873,11.08638952,11.16587891,11.17682511,11.47568872
b3738,11.04611027,10.75191785,11.07391055,11.12351864,10.98672125,11.7247926
b3733,11.04098055,10.69344957,11.03945359,11.07034539,11.08874803,11.55925141
b1981,9.085878157,9.891249733,10.00327779,9.57356441,9.748254631,9.515818587
b3450,7.924674355,7.859492699,8.028982856,8.275610132,7.842205243,9.701422195
b2392,10.38566182,10.06706741,10.10936452,9.176401285,9.132561084,9.429785765
b3737,11.57193861,11.2687989,11.49985749,11.55215008,11.47321214,11.96509697
b3451,7.671781531,7.913041804,8.152645599,8.373921363,7.871313801,9.700319903
b3735,11.21958638,11.16264556,11.43600605,11.48513087,11.54703456,11.93446485
b3452,8.013840004,8.215028972,8.459753106,8.706399162,8.221047921,10.00949242
b3734,11.52307499,11.1449409,11.49308278,11.55178837,11.41501261,11.95259939
b2536,7.906803749,8.10373216,8.295746673,8.539368812,7.864223909,9.505225041
b4067,10.31615395,8.050558125,8.076277104,8.208998437,7.515641949,8.870613143
b0452,8.51038632,8.82775319,8.985691957,8.88088353,8.9721255,9.321670772
b0212,9.571794391,9.241284819,9.454480597,9.445157209,9.459720175,9.947595379
b1927,9.564512743,9.701620122,9.52016492,9.11765769,9.010572496,8.719628147
b3779,8.237868179,8.513459562,8.518586885,8.847056426,8.532073185,9.165992783
b3571,8.215288807,9.316057357,7.866685776,7.367999541,7.043942783,7.579941312
b3654,8.047328953,9.274558428,9.370006423,10.12402873,9.585956346,10.74826227
b2868,8.123070268,8.195589459,8.2441526,8.564963579,8.052941034,9.099116985
b3714,8.945707702,9.855543015,9.970946894,10.68131557,10.460331,11.41200931
b3650,8.285162296,8.497629743,8.483757702,8.734156135,8.653329648,9.173150737
b2867,7.539844849,7.518252901,7.64361716,7.704401012,7.446837055,8.439083307
b2344,10.07021896,8.781384729,9.187720774,9.116145297,8.704766399,9.028299514
b3664,7.536611827,7.883691032,7.876963954,8.387665361,7.71461537,9.843467684
b2866,7.64302064,7.778184394,7.853543928,7.891307575,7.643713994,8.36541011
b4213,9.557587167,9.045366695,9.551850009,8.920250786,8.9307077,9.268892522
b4311,7.986762854,7.626564189,7.689200375,7.9134645,7.67044217,8.827620218
b1059,8.709127458,9.196884077,9.467711558,9.663149691,9.692821175,9.288469062
b4088,7.253897357,8.004962453,8.097403884,8.456737837,7.659530573,9.813400582
b1991,8.145122333,8.373034711,8.448533977,8.594604071,8.255394419,9.435176214
b4087,6.85195348,7.587534841,7.693870634,8.280073105,7.642911298,9.537203604
b3502,7.674504695,8.242559418,8.272494561,8.72636936,8.235166593,10.2140251
b4086,7.012342297,7.794184021,7.804542929,8.410770881,7.664134623,9.591510579
b1900,7.453906492,7.216037164,7.444162595,7.471894732,7.406577573,8.712070862
b1727,8.300917462,9.009803625,9.038818992,9.46246917,9.524945882,8.698437077
b3580,7.247031188,7.862205283,8.011874013,8.123494377,7.764817793,8.956015712
b1444,9.467904016,8.148101559,8.066414405,8.020695517,7.573637281,9.087773738
b2051,7.818692041,7.695578627,7.896208641,7.80348289,7.766272876,8.78955939
b1901,9.076288215,7.72944297,7.77080166,7.757364185,7.236604609,8.68836506
b4265,7.894779323,8.118027786,8.124608244,8.445683135,8.214692248,9.113596336
b2927,9.195287037,9.635182054,9.74755904,10.00924289,9.792202847,10.11776629
b2023,9.09991986,9.570696624,9.359536538,9.562408538,9.547363429,9.65144013
b0837,7.584529818,7.548165546,7.662638764,7.542844442,7.42415037,8.420956861
b2025,9.673048403,10.28509835,10.11906812,10.40624316,10.40638148,10.48082733
b3640,9.097503968,9.640535261,9.704714287,10.32790616,9.951736135,10.87414164
b3265,7.569189371,7.643875218,7.94405958,8.147360234,7.981071163,8.581450842
b0124,8.697992791,9.002348209,9.309368859,9.460780384,9.518557331,9.745312914
b0425,8.419258795,8.733938564,8.940341653,8.924717489,8.954304395,9.611928741
b3772,7.909080971,8.34632271,8.492487242,8.928387331,8.664992857,10.11518886
b4242,7.722025019,8.608233768,8.668703602,9.370185254,9.025217091,10.3822724
b0931,9.212374961,9.993624536,9.814219598,10.19123738,10.01441186,10.50727881
b1764,9.663518837,9.681376038,9.92358016,9.614728056,9.547148638,9.756976111
b0974,7.281927067,7.76159073,7.763791289,8.172753115,7.469687573,9.509254133
b3479,7.155738041,7.428050959,7.677446557,8.193569545,7.333920838,8.51532329
b2150,11.74900458,11.28000826,11.7590296,9.056783452,8.407725242,9.177784455
b3477,7.594799664,8.213037676,8.443142574,8.86656418,8.022762717,9.785484397
b3476,5.574205519,6.30703967,6.442322291,6.644253897,6.103695624,6.912768346
b2149,10.76027994,10.70500085,10.99509061,8.578215396,7.983205972,9.475509476
b3480,7.669639068,8.364533213,8.274689379,8.85948558,8.473275486,9.474944565
b3478,8.697183283,8.545864295,8.696998026,8.684271752,8.946179282,8.258704845
b2997,7.31940214,7.67765152,7.884325344,8.073478091,7.461635138,8.778625069
b0973,7.472182427,7.641282955,7.934997683,7.969947883,7.702976251,8.478346113
b2148,10.36482232,9.872496364,9.870144543,8.808987146,8.314789942,9.919263794
b2995,7.023892607,7.68419808,7.857227954,8.412358165,7.939635691,9.13198984
b1640,8.769504289,8.584570665,8.652707508,8.27715135,8.693192488,8.181602856
b2994,7.57949989,7.508368131,7.815042576,8.146202218,8.049124869,8.651474385
b4094,7.30721111,7.490061845,7.397940425,8.029901161,7.515359258,9.5497666
b0048,9.017454519,8.920185626,9.03950405,9.42942813,8.805054622,9.806079399
b0972,7.330734716,7.626402969,7.75490326,8.030491885,7.328394301,8.454685266
b2996,7.397343319,7.889469269,8.084582298,8.709746464,8.062806337,9.417747564
b1606,7.90447737,8.135272192,8.135023772,8.211720663,8.302167713,8.229853561
b0696,7.612897117,7.812525378,7.707112411,8.026944442,7.494087626,8.627028912
b3390,9.749398526,10.73879875,10.44819054,11.10454739,10.76229497,11.31861169
b0698,7.129550703,7.612336315,7.639066992,8.135775506,7.462299534,9.186554415
b0697,7.135006489,7.40276928,7.568416526,7.56499856,7.507184048,7.713851513
b4287,7.65964066,8.14328578,8.171700914,8.578454976,8.030037395,9.389886731
b0388,9.506985333,9.103287213,8.939857279,10.11443569,9.628712329,10.95378341
b4289,7.583749484,8.492578688,8.539347516,8.911989397,8.128153504,9.669937082
b3458,10.29637862,10.46686222,11.11520766,11.21246826,11.38811992,11.11249651
b1745,8.339493232,8.192582364,8.53925008,8.377861849,8.051908755,8.413361158
b2975,8.606241597,7.746230938,7.816281413,8.058319424,7.623392144,8.966913813
b4288,7.453935233,8.251917918,8.276532277,8.892840224,8.056760757,10.47264106
b0114,10.98838254,11.17122475,11.39109831,11.3039331,11.43123731,11.95182854
b4290,7.999942288,8.364523378,8.632839765,8.576168381,8.273592212,9.311513294
b1252,10.39540521,10.64866631,10.59037592,10.5953023,10.55930791,9.979481303
b3603,9.507590798,9.589663719,10.00629118,8.968568006,8.566654991,9.592690138
b3128,8.728309308,8.231806711,8.3978088,8.562240451,7.930813043,9.712774618
b3006,11.10031599,11.72444057,11.52112908,11.33016722,11.0936075,10.88848741
b2255,7.519964513,7.805923718,7.904333873,8.274089096,7.948429244,9.29996234
b3005,11.1446782,11.48390762,11.31968441,11.40896385,11.34733924,11.05473567
b1102,9.746938363,9.751675875,9.939371091,9.477344895,9.781067527,8.437565588
b4034,12.31363292,12.32690542,11.40811163,9.489208406,9.019437689,9.432693746
b4035,10.09257367,11.44017355,11.01977701,8.497563617,7.865269986,9.547714508
b0774,9.420076652,9.847088384,9.956343463,9.494992746,9.212085273,10.1943856
b4032,9.996406075,9.986084146,8.580564469,8.42881613,7.859866739,9.501435715
b4033,10.63519793,10.87481882,9.847230105,8.674326187,8.192704343,9.517555156
b2315,9.190171115,9.180013138,9.292062488,9.505387781,9.32098951,9.819561667
b1605,7.649850508,7.903314685,7.921072171,8.205366203,7.842768362,8.989383883
b0612,7.262879835,7.884627561,7.885477897,8.098208675,7.714096988,9.429123157
b3666,7.492659324,8.002382197,7.931928018,8.392838536,7.81137768,9.441630698
b0040,7.315532019,7.863798793,8.091291963,8.490356259,7.935479184,9.313207408
b2818,9.131105845,9.723271516,9.91894473,10.55142543,8.721335719,10.96051358
b0731,6.917128891,7.584852237,7.624459725,7.766445502,7.458277062,9.127867016
b4120,8.416182133,8.159534219,8.062802156,8.371469568,8.031017127,9.747332616
b2130,7.809775305,8.110873849,7.980342643,7.979774566,7.695953823,8.354573395
b2131,9.000427993,8.29829015,8.373033442,7.564182385,7.976254542,7.821444752
b2128,8.132413471,8.439749171,8.37141654,8.545687625,8.080424742,9.277781245
b3032,10.17443166,9.325135542,9.759598112,9.166467864,9.230293199,9.586261609
b0197,11.05370685,11.66747714,11.77477177,11.78142168,11.73085804,11.95755416
b0199,8.83592137,9.378791946,9.221037442,9.827091764,8.934282122,9.498604672
b0334,8.9754444,7.044773767,7.440734073,7.490097879,7.023439423,8.034848263
b0198,9.729112256,10.04126908,9.913608138,10.19668689,9.774458461,10.39998654
b2129,7.792946939,7.59540277,7.529851818,7.510127392,7.460989431,7.688580268
b0092,9.976334439,10.07531423,10.10135635,10.2306469,10.07946276,10.44358744
b0381,9.072056333,9.135276451,9.159585678,9.261489327,9.467723956,8.879351923
b3409,9.169779277,9.531465521,9.388886411,9.65410068,9.498405413,10.32639206
b1738,9.155285327,9.367884159,9.452968005,8.933567568,9.10386604,8.684020978
b2933,7.438342704,7.823830257,7.859550705,8.15308977,7.79153631,8.883739475
b2169,8.11644029,8.699028991,8.586138811,7.875499759,7.711563071,8.02277198
b2715,7.221641619,7.699671737,7.851349211,7.868730718,7.544156297,8.825021347
b2167,9.151237501,9.432028127,9.071431988,9.156943631,8.956438681,9.796730114
b1736,7.63776377,8.094113378,8.096554617,8.161897544,8.123993158,8.104642949
b2801,9.041622414,9.007331828,8.977862879,8.92606789,8.828449285,9.472603559
b2934,7.422110986,7.660288916,7.794619649,8.026467859,7.463404483,8.277265332
b0584,11.13016591,11.08055804,11.29587944,10.51792618,10.4371936,9.302449791
b0336,8.643904085,9.967140646,10.22905291,10.33584784,9.807138253,10.65595103
b2224,7.092341243,7.454760309,7.544081081,7.678940352,7.489017998,8.186311696
b0341,7.086950006,7.428434728,7.843533001,8.001852156,7.533469561,9.190781068
b1216,8.470801181,8.706526517,9.079312492,9.342178515,8.992455095,9.714250898
b3909,7.672861571,7.993078837,8.284175784,8.609165924,7.957873319,10.06649805
b1186,8.737317969,8.892123674,8.984290853,9.208506125,9.275483237,9.385093159
b0842,7.945254673,7.893451965,7.918660415,8.13882658,7.865155802,8.605677631
b0019,9.264129695,9.093313001,9.131716095,9.286761381,9.085339216,9.299435525
b0451,7.769888561,8.415107378,8.256779353,9.219395881,8.452691127,10.58336424
b4036,12.31441431,11.89778882,10.70704288,9.627027867,8.756992287,9.498360459
b4291,8.371398417,8.786112621,8.908630871,9.027469041,8.474877621,9.489988048
b3350,8.65228611,8.553939063,8.719185476,8.740788912,8.645753693,9.806268338
b0751,8.877894691,9.293752989,9.451590453,9.101043849,9.054204077,9.589007454
b1223,7.274540761,7.606000555,7.700128111,7.921591436,7.230715398,9.083358257
b0047,7.693433855,7.944707457,8.048504891,8.382932891,7.760890355,9.772102993
b3367,7.207616116,7.653351413,7.701903108,8.124198834,7.767981908,9.108755757
b1119,9.228607582,9.159923117,9.231749263,9.488438651,9.444961895,9.955689846
b0728,11.5642138,10.81000583,10.53782885,10.35597034,10.40064983,10.89964218
b3829,11.92003092,12.14595259,12.23593217,12.1121884,12.05595927,12.1925414
b1469,7.061927688,7.417789472,7.538693183,7.635308872,7.388935867,8.564493633
b0729,11.20172999,10.55083565,10.35789006,10.16250629,10.23832215,10.86168919
b3726,8.249376308,8.485438134,8.729047004,8.992626446,8.457828617,10.35163278
b4019,8.656026457,9.254945082,9.219338015,9.381454883,9.513895286,10.17186853
b0650,7.372596374,7.614188221,7.848931943,8.039760311,7.702203109,8.40327988
b0886,8.768875042,8.406203898,8.511592439,8.616849139,8.556026126,8.993983764
b3728,8.581585157,8.970169241,9.383850896,9.523868468,9.139904866,10.12774506
b0757,10.0319452,10.8162927,11.17019983,10.17734343,10.07417079,10.06753288
b3725,9.90134223,9.904026476,10.07192468,10.17799583,9.851311742,10.76177764
b0887,8.237706824,8.519465222,8.320721727,8.401545836,8.445113305,8.252755492
b0133,9.446270288,9.60792196,9.818853002,9.901585379,9.82956155,9.766569568
b2476,9.948072794,10.87477708,11.21221286,11.27707659,10.90630096,11.36722535
b3258,7.930606598,8.25811011,8.374019635,8.839902831,8.696560145,9.856145619
b2165,8.541881314,8.264971541,8.330899401,8.642156038,8.443826449,9.154035182
b3371,7.568374721,7.909294467,8.113017095,8.378528946,7.979706443,9.16304997
b2679,8.499115127,8.76834865,9.039585176,9.513110236,9.774929673,10.64391543
b0509,6.585522791,6.970068107,7.095775584,7.538985519,6.712894637,8.795561715
b3125,9.02349373,9.205522948,9.04190054,9.568995104,9.596503315,9.164434104
b3389,9.548900083,9.712155136,9.666900781,10.20397015,9.907771504,10.83574113
b2501,8.67425346,8.950399673,9.040279338,9.170873673,9.211656606,9.453065667
b2677,7.403069625,8.13201991,8.285464617,8.936578762,9.199051699,9.585767525
b2678,7.456371178,7.966829426,8.166770238,8.591637081,8.606376391,9.392734865
b2366,7.74902387,8.129852738,8.294853141,8.536473348,8.147102672,8.765305931
b3941,9.278951102,10.24826998,9.965304129,10.71809481,9.541915935,10.65587423
b2574,7.697670514,8.626464658,8.59753045,8.639589094,8.749356156,9.05317755
b0402,8.459377139,8.93391248,8.819749596,9.151739772,8.958618883,9.920342282
b1015,9.41361771,8.91392076,9.222547288,9.211811488,9.541743644,8.908127611
b1723,9.105878564,9.21436095,9.378929234,9.116425282,9.127145889,8.645906777
b3177,8.894474045,9.059493752,9.331430002,9.282438525,9.292472869,9.298613357
b0755,12.3964118,12.18902651,12.43019975,12.0548534,12.02977485,11.86167251
b0855,8.585584373,8.171655433,8.21034224,8.223710577,7.949508992,8.743674466
b3612,8.274230022,9.104832284,9.581496349,9.861405349,9.407123003,9.943060182
b1123,10.9778072,10.46473599,10.89166106,10.8291868,10.83113399,10.56691697
b0529,9.143737408,10.13405182,10.12585756,10.37901488,10.40693643,10.37433055
b3919,10.93166477,11.13193328,11.29612177,11.32076249,11.24927105,11.30695921
b4132,7.664384054,8.084800838,8.195773185,8.574097062,8.065659303,9.434753845
b0856,8.634360536,8.548121731,8.586611029,8.776842916,8.221390691,9.898316775
b2914,10.17785586,10.15640426,10.44135003,10.40782526,10.28988102,9.880232954
b0750,9.437219483,10.18268494,10.36402562,10.05666136,9.963541513,10.66213986
b2320,9.061164067,9.329171902,9.568847094,9.724233005,9.673781547,9.932269866
b0306,8.17466737,8.491864621,8.715544419,8.664259066,7.870068923,9.500262669
b1126,8.691476915,9.640517155,9.518315458,10.3097286,9.747755382,10.70887193
b1107,8.417990244,8.798123711,8.904045913,9.259770966,9.395804847,8.867817056
b0854,9.967054765,9.564362735,9.718585999,9.522327501,9.112601342,9.615329871
b0307,8.000648288,7.913506998,8.022919609,8.107832817,7.887360225,9.209930048
b1539,9.759375615,9.922069888,9.993963105,10.15593398,10.32138733,9.35237535
b3605,9.385099672,9.698646212,9.814195836,9.660843081,9.134233037,10.76469754
b0308,8.65791705,8.642808779,8.493578639,8.610409507,8.793420655,8.769709698
b2492,7.242949516,7.758664823,7.805466617,8.127568285,7.479026281,9.34281061
b1441,8.854411495,8.187531834,8.006787563,8.167868931,7.562552831,8.681736119
b0857,8.280017901,8.278253626,8.475305115,8.854883264,8.416604691,9.831645138
b1124,9.315491291,9.339517875,9.395546418,9.77912904,9.547013519,10.1505419
b0904,10.19262819,10.1379924,10.11795784,9.889899801,9.840962842,10.21502964
b1125,8.609059111,9.138237844,9.157202367,9.725669204,9.349885235,10.19865735
b0813,7.272908295,7.686220055,7.717589154,7.953633695,7.659687663,8.912796595
b1440,10.16600761,8.359630563,8.851458297,7.3247065,6.82470106,7.571628811
b2919,7.377503594,7.609845005,7.682550099,7.803955834,7.555983289,8.159965133
b1442,8.521209944,7.947205411,7.90599062,7.735342734,7.406213224,8.905500811
b3631,8.788279382,8.824808635,8.824638789,9.291048305,9.146890473,9.865056178
b0914,8.834632564,8.973329454,9.039432206,9.450084953,9.334259242,9.872425293
b2947,9.082727649,9.496688477,9.811424503,9.812009974,9.756333305,10.28557173
b1300,7.615136957,7.789256486,7.746498831,8.159328765,7.786508013,8.962254361
b2957,7.61155383,8.095956809,8.169374801,8.504370175,7.906173077,9.078067454
b0150,10.05102502,9.840430929,9.945634007,10.15815073,10.05580211,9.919028817
b2253,7.691576064,7.984611388,8.066213272,8.291039935,7.723227098,8.780534811
b2254,7.434884447,7.839272519,7.998634462,8.136683008,7.853362407,8.881785533
b1967,10.00462984,9.120939387,9.317045142,8.475834215,8.58588527,8.407655012
b2256,7.403026911,7.793117869,7.719417598,7.902445124,7.617642952,8.597830697
b0933,8.075706437,8.279008108,8.326310222,8.543599191,8.238382949,9.309556288
b1865,9.544106022,9.507674635,9.605752107,9.81040896,9.845063742,9.651456991
b2258,7.637466473,7.853513293,8.045802852,8.329003766,7.721773987,9.26728176
b0934,7.290139559,8.371302459,8.034388748,8.159017476,7.870970209,9.141039221
b0936,7.431571508,7.819725427,7.895160384,8.154745595,7.700105352,9.329954869
b2954,8.050284156,8.493265874,8.616429554,8.974002332,8.610106444,9.341841389
b3621,8.66763783,8.824773804,8.852583342,9.337945427,9.044025406,10.02587918
b2032,10.15290918,10.24546171,10.18914912,10.45543261,10.35525654,10.67560685
b1781,8.125189558,8.347890538,8.439684602,8.441207716,8.671389866,8.772971046
b2027,9.206292475,10.16923914,10.20505203,10.60163707,10.52471607,10.05678083
b3001,10.16685727,9.176541385,9.670553549,8.488138573,7.948668939,9.261856099
b2938,9.454477753,10.01501185,10.37956087,10.58456352,10.312489,11.04521287
b4090,8.358750237,8.256338756,9.036072576,8.312641685,7.909756479,9.379303957
b2035,10.4610266,10.35583077,10.1301086,10.34398902,10.26540885,10.37324166
b3620,8.722653485,9.094252666,9.17343123,9.566226478,9.310811928,10.15212685
b3622,9.421622917,9.707272344,9.715315536,10.24090151,10.04077649,10.46043671
b3624,8.797909987,8.748955932,8.740890139,9.275758669,8.746689617,10.39646456
b0459,8.117212131,8.741905378,8.665925693,9.188876779,8.620694539,10.15589523
b4084,7.612847074,7.990716499,8.118466303,8.556789285,8.081353229,9.103131988
b3629,8.887324945,8.841623734,8.644902364,9.322647985,9.228950448,9.57281225
b4085,7.472634937,7.927996792,8.048496976,8.610104313,8.024105208,9.239533706
b0585,10.0108539,10.14905195,10.37227065,9.886459666,9.97426545,9.130972587
b3628,9.030641527,8.852515635,8.875338022,9.427535342,9.177928872,10.29658629
b3748,11.9941205,11.04386247,11.45419139,10.16481013,9.372733373,8.92027592
b3627,9.173935308,9.027558897,8.932902738,9.360496061,9.050646932,9.871375415
b3751,11.17437677,10.34712905,10.23437414,9.574511185,9.331238352,9.797329811
b1326,8.828748038,8.69762,8.702163001,8.5493527,8.659623932,8.39328974
b3850,8.557812279,9.303165174,9.228082086,9.535761933,9.27441056,10.08296926
b3750,10.56297776,9.863599547,9.891179537,9.245618204,8.797088281,9.828303665
b3630,8.258900816,8.372335967,8.395302171,8.887847443,8.659547404,9.149640752
b4230,8.086370504,8.074222436,8.185274482,8.506944416,8.054113471,9.284387507
b0591,8.279435195,8.878539464,8.954604003,9.246774972,8.9300716,9.539617184
b3632,8.527502206,8.872336023,8.825701893,9.382793038,9.016525212,10.05518758
b3035,10.55317912,10.29630443,10.572474,10.46592742,10.43560235,10.20738705
b4227,10.00097074,8.823130295,9.469902988,8.319597439,8.133285595,9.080104368
b3625,8.818205424,8.562368687,8.620145124,9.133577398,8.64772598,9.60470832
b4231,8.064931651,7.438976033,7.514855826,7.602911674,7.232538252,9.366214683
b0692,7.624594606,7.809213003,7.761996477,8.15915172,7.618002538,8.927672706
b2810,8.645704369,8.793291446,8.697743112,8.925110375,8.420302815,9.781163145
b3749,9.044377877,9.188803657,9.518132365,8.666071384,8.061540009,9.943253727
b2014,8.206161493,9.393758526,9.512350936,10.70953567,9.648582775,10.69482465
b0260,7.304806952,7.633896875,7.68987926,8.258987633,7.488080556,9.347920959
b1680,9.862006491,9.498732243,9.717928818,8.957919722,8.923193813,8.731866208
b1296,7.526026439,7.714487926,7.813347032,8.11078044,7.761024299,8.491580714
b3867,8.035411641,8.443583833,8.514831434,8.919154265,8.848180367,9.268304159
b1298,8.867300764,8.662822238,8.904386586,9.023778047,9.379248811,9.329527854
b0810,9.737742897,9.124018969,9.542514766,9.486708065,9.318028229,9.545836957
b0809,9.470365139,9.322565914,9.697863421,9.784303424,9.639286857,9.513228195
b3824,8.422085749,9.325341164,9.183089332,9.100746089,9.208744455,9.711094303
b1308,11.13615461,10.66889483,10.98741074,9.57760383,9.529337306,8.577153035
b2133,10.49001646,10.15567791,10.29355938,9.875806399,9.965323218,9.895742975
b0811,11.49609238,10.55969136,11.25955637,11.05828741,10.96098951,11.24534233
b2260,7.570892877,7.946955651,8.005235699,8.353825444,8.036633285,8.850153535
b1492,9.466275624,9.79919233,9.569447863,8.993186792,8.701040532,8.737992927
b2197,7.560941001,7.849281639,7.916147421,8.17086636,7.561175056,9.081624353
b2198,7.578328428,8.033006862,8.043231684,8.513186055,7.75736207,10.06019346
b3653,7.886787324,8.469230536,8.539762613,9.04193022,8.357867996,10.61138488
b2578,7.943243299,8.367525013,8.331696968,8.644808232,8.1520223,9.826421235
b2201,8.129057886,7.99447849,7.904737406,7.956146619,7.824727201,8.315937314
b1533,9.086559261,9.241655775,9.250103687,9.218276225,9.517754355,9.493875022
b2200,7.653286849,7.860846403,7.995327818,8.292645313,7.675006605,9.028717092
b2199,8.050621544,8.15204653,8.206441428,8.354135863,7.889396932,9.305888096
b3927,12.09531866,10.73498756,11.49826694,9.496743394,9.156929344,10.18035571
b3959,9.299968061,9.860290712,10.30465311,10.53324402,9.222643627,11.22343254
b4394,8.024363256,8.985939072,8.925782953,9.337002779,9.289445068,10.05508076
b0622,7.854109192,8.401079407,8.307208937,8.282762878,8.092262992,8.836085495
b2499,8.601189379,9.6372447,9.889011044,10.47299541,10.12192279,10.69996316
b3785,8.205878751,8.5970145,8.703623726,9.135066741,8.972575456,9.900969608
