,con20.9%,con2.8%,con1%,con0.5%,con0%
YJL045W,11.07485089,7.850296243,8.543466776,8.720615436,6.229805977
YJL046W,6.994666789,7.579978363,7.594189939,7.656992639,7.669089907
YJL047C,7.65413128,7.473216406,7.425616144,7.705271321,7.377982293
YJL047C-A,5.356023581,5.426024203,5.64384921,5.484897656,5.976758871
YJL048C,11.45483766,10.60487784,10.65076306,10.6968022,8.58454978
YJL049W,8.121394099,7.76362094,7.765509695,7.722778213,7.784239095
YJL050W,8.595410399,9.385682164,9.157922068,9.248615275,9.235714033
YJL051W,7.226179096,7.44393318,7.583115181,7.728350872,8.084867874
YJL052C-A,6.093823732,5.042701655,5.164741519,5.207589665,5.002783752
YJL052W,13.18852894,12.71270935,13.13671584,13.01250419,12.57447398
YJL053W,9.292100933,8.903317498,8.81633597,8.920512978,8.883256399
YJL054W,9.460634704,9.521483605,9.631563928,9.538982027,9.771776989
YJL055W,11.7743931,11.70830838,11.73283023,11.84024405,12.09985315
YJL056C,7.959356029,7.570883368,7.670732141,7.556832117,7.87364791
YJL057C,9.767356247,8.643240124,8.816389433,8.883889504,8.077842394
YJL058C,6.048642591,6.329558964,6.058527243,6.076473342,6.286885605
YJL059W,8.363651582,7.808846119,7.865081666,7.829706471,8.039734912
YJL060W,10.83426302,10.52475427,10.9698052,10.71900243,10.90483681
YJL061W,8.308004757,8.490627288,8.309466005,8.323342754,8.466736799
YJL062W,9.037134793,9.048360019,9.159352804,9.168577083,9.294041183
YJL062W-A,10.88746686,11.21124291,11.52884367,11.62435976,11.71867972
YJL063C,10.08463436,10.59710084,10.80699286,10.86622915,10.76816009
YJL065C,9.48227154,9.639553752,9.580574584,9.616560451,9.695640604
YJL066C,11.05160555,10.66580864,11.09103434,11.23329684,10.59326469
YJL068C,10.03675476,9.331745418,9.508358489,9.546773819,9.401355929
YJL069C,8.839573808,9.236627999,9.203288375,9.235213445,9.452454789
YJL070C,8.671631898,8.082434474,8.008287839,8.302552385,8.079182547
YJL071W,8.726238468,8.498543538,8.499628085,8.652183232,8.568723361
YJL072C,8.255638293,8.231444228,8.153752703,8.167099953,8.134905978
YJL073W,7.934028146,8.079692161,8.144962194,8.212526428,8.327629762
YJL074C,9.25970619,9.797417222,9.775535757,9.769954272,9.046042104
YJL076W,9.834531987,9.959114649,10.0290351,10.16844683,10.15215981
YJL077C,6.796840295,6.752388597,6.73122363,7.167069305,7.059303247
YJL077W-B,7.310962845,7.902475792,7.974578859,8.17537522,8.274314613
YJL078C,8.739851887,8.835298883,9.421584259,9.589469702,10.43361658
YJL079C,12.45589565,13.16581831,13.49898058,13.71525367,13.72041271
YJL080C,10.81245451,11.0497791,10.93501848,10.98152888,11.35284343
YJL081C,9.718965344,9.731710586,9.677720365,9.736544209,9.653232294
YJL082W,9.561373532,9.456017951,9.473505217,9.46909634,9.371278514
YJL083W,8.172443751,7.51804839,7.614447352,7.728849167,7.490396776
YJL084C,9.006895964,8.918617435,8.836513799,8.824573155,8.519710701
YJL085W,8.267969264,8.539018656,8.45618774,8.249616726,8.379976401
YJL087C,6.173990726,6.716722596,6.727603608,6.558439256,6.488999075
YJL088W,11.97049551,11.67116725,11.45036853,11.18372079,11.76186007
YJL089W,9.284578902,6.424293742,6.010641099,5.829739983,4.857654057
YJL090C,8.509143145,8.52650918,8.623522837,8.564609901,8.769883073
YJL091C,9.032278792,9.428260268,9.338610906,9.279269728,9.367561663
YJL092W,8.997126816,8.767035455,8.88146165,8.939785454,9.309448984
YJL093C,9.037721401,8.788766455,8.850636587,9.000360992,9.08364325
YJL094C,8.579108986,8.690138739,8.618299247,8.537316964,8.397105284
YJL095W,9.257720729,9.032435007,9.162244086,9.345282086,9.444696967
YJL096W,9.169801611,9.667970336,9.727498879,9.600014949,9.769146706
YJL097W,9.976251627,10.48570267,10.40180187,10.24336393,11.10902934
YJL098W,8.51939777,8.970140573,8.719795509,8.857349263,8.535785961
YJL099W,7.666386262,7.496413505,7.42451934,7.422084697,7.147862282
YJL100W,9.603221491,9.493488141,9.549349845,9.358298232,7.059949691
YJL101C,10.81818196,10.71099138,10.958331,10.9094798,10.78208606
YJL102W,8.61381072,8.962667423,9.081723972,9.132851753,8.79209903
YJL103C,9.673160184,9.957678409,9.92330152,9.836811963,8.999245119
YJL104W,8.134217055,8.675055301,8.614007178,8.626038134,8.724095166
YJL105W,6.039035059,4.672291915,4.746983911,4.935120007,9.655476
YJL106W,6.490902481,5.663252728,5.944527357,6.185006011,6.224350145
YJL107C,5.798815724,6.075729314,6.106407675,5.995797213,4.977696621
YJL108C,7.7644041,7.555090737,7.794246811,7.700538125,6.317912518
YJL109C,8.920849164,9.799234191,9.708740366,9.707122402,9.677102951
YJL110C,8.644151222,9.064765563,9.046897577,8.801199095,8.438597583
YJL111W,10.91994281,10.93406535,10.87808899,10.80172129,11.05308313
YJL112W,8.433954699,8.787405795,8.994330036,8.936185993,7.703232559
YJL115W,9.021134045,8.758290868,8.778774948,8.880514598,8.998616753
YJL116C,11.11315126,9.347192026,9.77205587,10.16459218,8.311635592
YJL117W,10.45600003,10.31373401,10.3720028,10.24273094,10.51905162
YJL118W,7.559917961,8.159254905,8.243786319,8.156239313,8.412988644
YJL121C,10.79459435,11.3247436,11.25519094,11.19313096,11.31053011
YJL122W,8.849807464,9.407885941,9.174918482,9.148059518,9.194070769
YJL123C,10.00986,9.731695813,9.611291561,9.632222651,9.693027962
YJL124C,10.01515674,10.20952903,10.23877072,10.08212915,10.24815346
YJL125C,8.577787175,8.972134225,8.954541851,8.778389695,8.692309324
YJL126W,7.881222614,7.706139528,7.650163459,7.760790156,7.475709753
YJL127C,7.78426989,7.604537123,7.612917847,7.404666025,7.879626053
YJL127C-B,8.827363743,9.617306818,9.5360619,9.52131787,9.505584137
YJL128C,9.268450988,9.2146265,9.190203519,9.224832249,9.331982462
YJL129C,7.931395942,8.336830087,8.26066682,8.521223978,8.134747174
YJL130C,12.5588409,12.89013356,12.917343,13.04188594,13.00871296
YJL131C,9.048583939,8.901820671,8.982323345,8.907578506,8.848281362
YJL132W,8.533467589,7.769573185,8.050362259,8.132843371,7.57598487
YJL133C-A,11.8982683,13.29168929,13.06753785,13.12776735,13.80283587
YJL133W,8.401131619,8.914933115,8.909459741,8.989215189,9.324205646
YJL134W,9.511740557,9.643204629,9.752697523,9.80590914,9.861592454
YJL136C,13.47821388,13.76962712,13.65737439,13.59015017,13.72428843
YJL136W-A,4.707117846,4.52695109,4.431433049,4.613931533,4.476196994
YJL137C,9.660579486,9.412955118,9.581230627,9.635855492,8.264725208
YJL138C,12.74155973,13.12230383,13.08980122,12.99473995,13.14802416
YJL139C,8.015743575,8.114219986,8.030856899,8.033787869,7.828301046
YJL140W,10.38930286,10.55953647,10.55677062,10.4840732,10.65866856
YJL141C,10.9738754,10.27347221,10.24255597,10.39455293,10.15736254
YJL143W,9.975361273,10.68040729,10.71772373,10.60968514,11.06371875
YJL144W,10.70050689,7.455440498,7.81138119,8.121828889,8.098965025
YJL145W,8.962613377,9.414792118,9.105464132,9.034754523,9.421490054
YJL146W,9.246774711,9.131478689,9.105709885,9.039594858,8.803272168
YJL147C,8.238234747,8.228211352,8.054618442,8.034023869,7.770287383
YJL148W,9.609362505,10.22132811,10.08000874,9.891395092,9.94188147
YJL149W,9.214325395,8.79195028,8.784015899,8.867526162,8.969653882
YJL151C,11.95965457,12.14770224,12.15523962,12.37159719,12.39757982
YJL153C,12.98502971,13.26078102,13.21139355,13.22338018,11.47654896
YJL154C,8.811658773,8.603121839,8.421781836,8.457523484,8.522000954
YJL155C,9.173203863,8.715367233,8.702668312,8.809135272,8.46863546
YJL156C,8.264250051,8.503621274,8.748696911,8.654800798,8.291957659
YJL157C,8.568264191,11.03811271,11.41855698,11.29163553,9.153665453
YJL158C,11.40329074,12.27741971,12.34444044,12.30215022,12.77395183
YJL159W,13.28958994,13.30170545,13.3484455,13.37037172,12.82011162
YJL160C,7.372533052,6.601001111,6.430545774,6.447075542,6.575731289
YJL161W,8.468544573,7.09480928,7.61406001,7.668548691,7.187553153
YJL162C,5.908029848,6.423867927,6.211800856,6.083732453,6.485360516
YJL163C,9.770115601,7.508433481,7.837615811,8.066414366,8.066806948
YJL164C,9.987808399,8.502939617,9.287861188,9.276466017,9.180736401
YJL165C,4.356726639,4.286429492,4.204168239,4.359404962,4.378177918
YJL166W,8.944593473,9.26272602,9.275501483,9.235963131,8.906866517
YJL167W,11.89733905,12.15100398,12.1215401,11.88775264,11.88322929
YJL168C,8.635937745,8.708701078,8.680314306,8.762459816,8.803799909
YJL170C,5.609684864,5.04338519,4.969756321,5.075588176,5.009065217
YJL171C,7.909740348,8.739740241,8.826652279,8.529283528,9.110966881
YJL172W,10.4140054,9.964287277,10.20437862,9.796116779,9.614407383
YJL173C,9.942475084,10.06080083,9.996090759,10.00868768,10.12886317
YJL174W,11.06908971,11.45973766,11.46477818,11.2989698,11.24601533
YJL176C,6.899730283,7.289032527,7.093046794,7.059054231,6.861188114
YJL177W,12.14137813,12.49631111,12.288885,12.08605442,12.53285337
YJL178C,10.78633179,10.53490542,10.45878621,10.38393125,10.14601969
YJL179W,8.12921928,8.36637499,7.970517467,7.969030129,7.986281444
YJL180C,9.894713764,10.00209466,10.12146237,10.10717144,9.926037818
YJL181W,8.244440382,8.449780705,8.599157642,8.820525039,8.771442154
YJL183W,10.08085064,10.3995071,10.37735808,10.27766773,10.63463083
YJL184W,9.058264093,9.288442297,9.36758893,9.56984733,9.361242922
YJL185C,8.827653083,7.802892441,7.997745726,8.09361257,8.052040513
YJL186W,9.580396433,9.812800317,9.47458697,9.26458641,9.052745952
YJL187C,8.355345563,8.556098655,8.445621419,8.53981906,8.85001911
YJL189W,11.77211617,12.34291698,12.22465416,12.1336867,12.43470764
YJL190C,11.51654541,12.23793728,12.01791563,11.85674101,12.20155228
YJL191W,11.29313602,11.96385513,11.89790701,11.69112095,12.04053332
YJL192C,9.118027295,9.503491845,9.407820768,9.32862967,9.749997852
YJL193W,7.223253331,7.608225919,7.532041339,7.303886347,7.931273627
YJL194W,7.075781694,7.72890181,8.022808288,7.830638725,7.774223502
YJL196C,9.601384737,10.28540664,10.68367209,10.39978444,8.976908751
YJL197W,8.936863387,9.148671439,9.144932272,9.219160354,9.092942474
YJL198W,9.264778905,9.604882509,9.365823062,9.593660011,9.929115328
YJL200C,10.74415723,11.37085935,11.31168589,11.20331498,11.15175428
YJL201W,8.492965378,8.698598875,8.754631444,8.786660748,8.846598934
YJL203W,7.855693569,7.915383034,7.766767372,7.716999805,7.715296146
YJL204C,7.792837544,7.879691237,7.884769876,7.850315267,8.103804976
YJL205C,8.6387893,8.737331768,8.929264068,8.880281669,8.754975922
YJL206C,7.878042035,7.395174051,7.393908254,7.387515142,7.407269524
YJL207C,8.565465283,8.883818402,8.839057432,8.849432274,8.79121016
YJL208C,8.963462192,9.989874799,9.88205421,9.86590469,9.621687818
YJL209W,7.4037864,7.645364228,7.61087004,7.513308263,7.846319754
YJL210W,10.43220067,9.984522036,10.11173719,10.18596356,9.531554859
YJL212C,5.590644604,4.551588262,5.20913333,5.334727658,6.335176726
YJL213W,6.429142066,6.20518647,6.352204972,6.118645785,8.49541393
YJL214W,5.609539411,4.484051951,4.590812848,4.656179822,4.424582982
YJL216C,7.817135404,6.272518404,6.252379058,6.314777401,5.486468367
YJL217W,11.27984384,11.162915,11.19998169,11.19247632,11.20782137
YJL218W,6.812305227,8.069019458,8.428619878,8.331904566,9.024861203
YJL219W,6.730452497,6.284839552,6.392715448,6.174455083,6.40195239
YJR001W,9.801550118,10.3005077,10.21821918,10.09568288,10.17241829
YJR002W,8.041979708,8.450811464,8.256022747,8.159869581,8.366594084
YJR003C,7.293013658,7.002848572,6.918634723,6.732687827,7.27086209
YJR004C,10.4395489,12.82951193,12.92792623,12.9330107,8.258022243
YJR005C-A,4.614156939,4.09583997,4.100539525,4.115590465,4.257113616
YJR005W,9.825140136,10.09224024,9.847210217,10.1071379,10.04664624
YJR006W,8.580340887,8.643036715,8.719505357,8.810311881,8.872059564
YJR007W,10.50246617,11.01973138,10.78408914,10.54025484,10.54296088
YJR008W,11.69274075,11.2331384,11.21191707,11.40197524,10.10613918
YJR010C-A,6.030293697,6.149399071,6.44395931,6.021582996,6.717793762
YJR010W,11.64889762,12.4209653,12.57134232,12.57253567,12.51593982
YJR011C,6.218560959,7.048014206,6.76258671,6.616802477,6.794415448
YJR013W,9.13398763,9.237584375,9.283819101,9.179211505,8.958910787
YJR014W,10.26736158,10.44644998,10.20249902,10.27886145,10.31480381
YJR015W,9.784988847,9.621141675,9.982608321,9.809189862,9.45342448
YJR016C,12.19492587,12.37211368,12.52461168,12.6576686,12.75117707
YJR017C,10.07071655,9.851302065,10.05432641,10.18206367,10.27383677
YJR019C,11.94888872,11.36955808,11.00517254,10.91568481,9.850932015
YJR021C,9.454360907,8.716889778,8.71517251,9.193613977,8.740371748
YJR022W,7.585175635,7.538102835,7.439292261,7.602389795,7.21392151
YJR024C,9.974805277,10.23270871,10.0734932,9.961780015,9.844989059
YJR025C,10.90411261,11.34541304,11.64299295,11.64921841,11.11356809
YJR030C,7.856231448,8.59433983,8.652378103,8.668869679,8.832075993
YJR031C,8.258940215,8.381801563,8.374870779,8.457769336,8.548105112
YJR032W,7.995229111,8.306280467,8.181210073,7.969577056,8.336590804
YJR033C,8.586495603,8.316971606,8.340297305,8.51586539,8.331814241
YJR034W,9.247855181,9.739118052,9.906248379,9.965482799,9.872765305
YJR035W,7.968474151,7.292304576,7.332408901,7.416802063,7.25129033
YJR036C,8.050024874,7.026209001,7.03622238,7.165704032,7.79466725
YJR039W,8.229437139,7.692475464,7.676022907,7.704817676,7.97402407
YJR040W,8.588293364,8.629986881,8.526197917,8.487498722,8.894036437
YJR041C,7.679102834,8.36835263,8.209861112,8.073474635,8.364811715
YJR042W,8.865308335,9.228421016,9.199386361,9.152084383,9.232709652
YJR043C,7.764099447,7.835912601,7.704908457,7.854096061,8.112959212
YJR044C,10.19458131,9.87397666,9.729641159,9.525596953,10.24928238
YJR045C,12.54529277,12.33036456,12.56406913,12.56326359,12.37580952
YJR046W,9.202379771,8.587400296,8.770644527,8.752348742,8.900104234
YJR047C,6.174880009,6.335338264,6.270260778,6.336133476,11.55361335
YJR048W,12.26962362,13.29762169,13.31867222,13.14599113,11.0177427
YJR049C,10.36924525,9.853523982,9.952949883,10.09669495,10.31817363
YJR050W,7.923288809,7.972472962,7.96129453,7.990124036,7.965650417
YJR051W,9.12534686,9.181603148,9.181403173,9.275146007,9.466390804
YJR052W,8.971396988,8.717735029,8.748406924,8.873393991,8.824438284
YJR053W,5.153538839,5.372321479,5.241075738,5.191283739,5.510935897
YJR054W,7.714250048,8.121993445,8.093734972,8.246298706,8.26003259
YJR055W,7.758932127,7.807602083,7.786667977,7.674830185,8.008630956
YJR056C,8.300352643,8.40420358,8.157352476,8.038910034,8.353860069
YJR057W,7.138166695,7.568106337,7.440966895,7.45778164,7.623696373
YJR058C,9.114558482,9.479806282,9.473386654,9.508032704,9.761384952
YJR059W,9.719595728,9.041257066,9.392880159,9.645685941,9.341895493
YJR060W,8.386267002,7.988703988,8.041967752,7.754471177,8.314953266
YJR061W,9.519031559,8.534096679,8.48359444,8.534270616,8.244769501
YJR062C,7.323019917,7.186004949,7.025686985,7.00992699,7.344971854
YJR063W,9.154031432,9.654209638,9.415584615,9.4208989,9.73038713
YJR064W,11.10833454,11.30181925,11.31426463,11.31331241,11.53101538
YJR065C,11.07420958,10.81432855,10.86878435,10.84192515,11.04785639
YJR066W,8.626823166,8.909142433,8.936447216,9.045525891,8.708097786
YJR067C,7.552193891,8.111738841,7.810582618,7.8852965,7.594999066
YJR068W,9.520290378,9.350414038,9.279524639,9.348434933,9.618263672
YJR069C,8.343852685,8.966330714,8.912398076,8.681159248,8.938700241
YJR070C,9.895960686,10.55154487,10.43915562,10.47106651,10.85198531
YJR072C,9.893310226,9.646806281,9.557036593,9.68767024,9.643379974
YJR073C,12.73239528,13.0559356,13.20150711,13.33707021,12.94694421
YJR074W,9.72260154,9.669125264,9.560525393,9.543462884,9.394288954
YJR075W,9.7365519,9.884832353,9.878647195,9.766243901,9.680005018
YJR076C,7.996587074,8.198464017,8.395308139,8.361459157,8.535578871
YJR077C,12.59330567,13.14728771,13.17958662,13.13710031,12.45273754
YJR078W,8.3924362,9.037584737,9.176144055,9.134215872,9.700364581
YJR079W,5.014929696,5.113373588,5.054705729,4.962846423,5.183649779
YJR080C,9.990025185,10.70504716,10.86291006,10.78549831,10.35178586
YJR082C,9.366639679,9.201903284,9.098969945,9.133575376,9.306622529
YJR083C,8.237708691,8.018912469,8.048058679,8.183936434,8.061404581
YJR084W,8.511201964,8.541878781,8.633723805,8.745203957,8.7435396
YJR085C,12.00628163,11.91502267,12.02256062,12.00487441,12.00208756
YJR086W,8.570679183,8.926371328,9.028241131,8.868391642,8.617440984
YJR088C,8.453993074,8.722804333,8.621218214,8.340586706,8.73564032
YJR089W,8.104967951,8.070803846,7.970911609,7.969467259,7.491287118
YJR090C,9.543073098,9.529400725,9.577113369,9.664497798,9.588892588
YJR091C,10.31448164,9.827213405,10.02584515,10.01250855,10.29519527
YJR092W,9.081137244,9.452222513,9.576673038,9.598175758,10.33160087
YJR093C,8.020009757,7.946258297,7.89688777,8.022274728,7.885844626
YJR094C,8.67861979,7.622407898,7.296642659,7.385980699,6.679182629
YJR094W-A,12.11121117,12.73152602,12.59301677,12.41896678,12.71780134
YJR095W,11.94654018,11.37604027,10.62592837,10.24557461,5.283603621
YJR096W,11.09131393,8.678775893,9.048412536,8.979889424,8.787892391
YJR097W,8.146727893,8.520439918,8.31469387,8.382869313,8.710446901
YJR098C,6.964074256,6.997819175,6.988008428,7.046426102,7.220120889
YJR099W,8.886182739,8.818360683,8.573274072,8.554206497,8.641402419
YJR100C,9.069884179,9.29159984,9.28621192,9.274252793,8.975293304
YJR101W,9.091034892,9.901002803,9.997262039,9.808198283,9.820369093
YJR102C,8.588768856,8.371845349,8.364540119,8.429783933,8.158799218
YJR103W,10.23794952,10.39312468,10.51198857,10.76396417,9.934313184
YJR104C,13.47855828,13.54918961,13.60864563,13.61368182,13.26149803
YJR105W,11.82188292,12.15687757,12.13159061,12.07935432,11.87972262
YJR106W,6.183055234,5.783149947,5.788550986,5.779852871,5.743577681
YJR107W,8.573364989,8.348829766,8.435719011,8.644432674,8.404889993
YJR108W,4.987600809,4.943288229,4.702202478,4.789797195,4.722565384
YJR109C,11.717484,11.52198842,12.01676074,12.2446324,12.17419326
YJR110W,8.152342838,8.18426536,8.20146798,8.192749853,8.416616234
YJR111C,8.819496743,8.501120016,8.681310083,8.787753383,8.647053494
YJR112W,7.873504311,8.410306269,8.413016814,8.560156412,8.498489637
YJR112W-A,9.075960842,9.167616565,9.035441342,9.248888232,9.440820336
YJR113C,10.9645116,11.00271239,11.09783477,11.21712153,10.94425355
YJR114W,5.466568419,4.819842971,5.187454635,5.872244296,4.85054723
YJR115W,8.931180647,6.037697522,6.746974055,7.014154361,6.737661835
YJR116W,7.840548398,6.942653645,7.233748311,7.493647337,9.999357052
YJR117W,11.31041431,10.69058725,10.63148554,10.38466932,10.68244798
YJR118C,8.741867494,8.944526693,8.946802363,8.642001321,9.682323232
YJR119C,7.462352435,7.438384859,7.534885403,7.381035728,6.945913698
YJR120W,4.000351065,4.01836027,3.971551994,4.035682595,3.924838267
YJR121W,12.82739431,13.29682801,13.50622435,13.42503281,12.96536395
YJR122W,9.351937561,9.276110047,9.102697527,9.090533486,8.888220922
YJR123W,13.15771957,13.31910048,13.21917135,13.15967626,13.3225946
YJR124C,6.760251124,7.287309486,7.22733678,7.221836312,7.945449982
YJR125C,10.18383498,9.867336175,9.819000916,9.863045279,9.859762187
YJR126C,10.06351008,9.681124116,9.671719468,9.657454628,9.636913644
YJR127C,9.630626296,9.882410469,10.45477743,10.58994577,10.38598357
YJR129C,8.93460583,9.045327411,9.005258743,9.087675759,8.861318733
YJR130C,10.24035369,9.676690143,9.740861629,9.819782811,9.629479714
YJR131W,7.33715452,7.16711045,6.956810678,7.167192418,7.243840296
YJR132W,8.161279211,8.513039051,8.314780812,8.430101034,8.125471369
YJR133W,10.63138196,11.47464461,11.35101715,11.21300519,11.1390498
YJR134C,8.101269121,7.817301613,7.788498062,7.640292881,8.013809179
YJR135C,7.385496802,7.506065178,7.42048756,7.319219378,7.513738081
YJR135W-A,9.298305234,10.02539246,10.04388777,9.84024136,9.98519712
YJR136C,8.108431725,8.040652048,7.909398509,7.877249282,7.989402893
YJR137C,12.01744182,12.32506725,12.46810027,12.48386332,12.30808572
YJR138W,7.988451619,7.929154111,8.036513018,8.072631854,7.904145106
YJR139C,12.34448381,12.55236812,12.58084716,12.57295879,12.84885926
YJR140C,8.139929779,8.249858452,8.250425433,8.397461712,8.490299074
YJR141W,7.328452569,7.423595701,7.275129826,7.272164514,7.456060746
YJR142W,8.468277999,8.431199321,8.292697622,8.269441484,8.859051167
YJR143C,9.124089258,9.91989052,9.90098408,9.789961611,10.03254435
YJR144W,10.39600415,10.51702898,10.46149806,10.4637968,9.908344368
YJR147W,6.865181267,7.254761528,7.36956731,7.673136838,8.27127639
YJR148W,11.2681122,11.17396627,10.65197325,10.34046472,10.15982945
YJR149W,8.319607512,8.614394015,8.917704832,8.661573809,8.514132673
YJR150C,4.924241727,4.277884894,4.361152161,4.388772695,13.28444854
YJR151C,8.606215909,8.269395903,8.268122516,8.55268808,9.756173021
YJR151W-A,4.479750402,4.197492012,4.253312492,4.521101911,4.47238684
YJR152W,7.875276617,8.672300595,8.511430314,8.211762994,7.94026352
YJR153W,4.722020011,4.535276848,4.545686631,4.546099648,4.734466438
YJR154W,6.120527287,5.92610859,6.099049261,5.971455593,5.841360986
YJR155W,9.173140708,7.976822629,8.190328317,8.312377719,7.853635619
YKL001C,11.45464622,12.02966253,12.1704695,12.13297156,12.46360169
YKL002W,10.43191062,10.25282918,10.32665883,10.43468053,10.22503642
YKL003C,9.78207466,10.31617834,10.36574341,10.34369698,10.56693902
YKL004W,10.23161824,10.59179859,10.52830508,10.54915187,10.86248547
YKL005C,9.025642844,8.817814065,8.916782688,8.915238204,8.758756816
YKL006C-A,8.706659432,9.200524837,9.112434706,9.083322608,9.340117166
YKL006W,11.67335526,12.30576338,12.02675276,11.79920035,12.18876763
YKL007W,10.47821636,10.22388579,10.30769654,10.21140665,10.4228763
YKL008C,8.170376423,8.168164416,8.040664409,7.791518901,9.348215811
YKL009W,9.834983721,10.40062754,10.2735464,10.18984752,10.5316592
YKL010C,10.24496689,10.17415319,10.21089012,10.25003987,10.17423262
YKL011C,7.701996228,7.542737758,7.570726833,7.379632899,7.261327617
YKL012W,8.88098827,8.819858826,8.843170915,8.873344357,8.917987361
YKL013C,10.8479414,11.06816909,11.01078357,10.8566474,10.93000575
YKL014C,7.973190449,8.768129712,8.547589203,8.413897873,8.537718494
YKL015W,9.140472257,8.89468615,8.885529855,8.9658064,9.043563792
YKL016C,12.51882209,12.99725923,12.95492323,12.87298541,12.4777245
YKL017C,8.029900822,8.237837942,8.116436515,8.223503135,8.242490374
YKL018C-A,8.964078164,8.861374277,8.819392941,8.901160968,8.387385028
YKL018W,8.07854567,8.310382106,8.259217646,8.136273685,8.107683873
YKL019W,9.657769574,9.758091023,9.79802702,9.900006646,9.567011556
YKL020C,10.00183851,9.903181766,9.943691192,9.777236573,9.464802849
YKL021C,8.213111356,8.85793508,8.548108505,8.39353418,8.259510139
YKL022C,9.456661282,9.665236633,9.541772837,9.552818723,9.493464056
YKL023W,9.037842325,7.903496403,7.978128984,8.184845306,8.2731177
YKL024C,9.435260295,10.04713351,9.878063016,9.984315432,10.32571864
YKL025C,9.24296517,9.088934006,9.232210028,9.256625774,9.412507756
YKL026C,10.87476317,9.339417944,9.275135076,9.160733302,8.13729019
YKL027W,8.126381585,8.733905993,8.380481714,8.428770044,8.397448662
YKL028W,8.846730162,8.88587208,8.964888414,8.943902066,9.055670341
YKL029C,10.66768634,11.12741954,10.49659207,10.30633147,11.86014905
YKL032C,10.2308551,10.13294205,10.25175938,10.34444376,10.54712239
YKL033W,8.321664646,8.44888857,8.395947637,8.413749221,8.46702388
YKL033W-A,9.427565772,9.788108525,9.729254015,9.627697085,10.20570506
YKL034W,9.767001827,9.475966309,9.50430777,9.586947105,9.504167746
YKL035W,11.50264901,11.52986972,11.7565429,11.70174108,11.89110364
YKL037W,4.234259187,4.129216694,4.132512292,4.303936573,4.266454269
YKL038W,9.850099407,9.758449399,9.870995554,10.04924335,9.303126147
YKL039W,9.636150957,9.94583638,9.939093131,9.755771273,9.570535506
YKL040C,8.441501845,8.315205408,8.168482622,8.033769973,8.320906159
YKL041W,9.052399083,8.899108452,8.637571025,8.661983732,8.753516625
YKL042W,7.649067078,7.756701987,7.684090542,7.720730065,7.803466739
YKL043W,11.7014721,12.26799642,12.79549239,12.8639078,13.03761614
YKL045W,9.479605627,9.102570234,9.13427864,9.238628123,9.220357202
YKL046C,9.956979921,10.20135318,10.35934197,10.38123574,10.63531092
YKL047W,8.041191225,8.181643221,8.214310442,8.191595918,8.416167614
YKL048C,8.38193441,8.480301616,8.523283373,8.675506147,8.734155434
YKL049C,9.07402923,8.625420482,8.420236384,8.580706884,8.661979984
YKL050C,8.826813514,6.135203482,6.250296957,6.179473935,6.007495917
YKL051W,8.747517084,8.903512709,8.610392446,8.400374413,7.072142576
YKL052C,9.705880807,9.564369214,9.524438598,9.505915669,9.774160576
YKL053C-A,9.864793156,10.33564792,10.4671918,10.48457272,10.63624198
YKL054C,11.48156087,11.52704623,11.68090628,11.56199332,11.5718421
YKL055C,5.62583441,6.289402987,6.225239457,5.767857229,5.824330391
YKL056C,13.07330511,13.64327708,13.5890394,13.56463681,13.53457784
YKL057C,8.560016862,8.825396792,8.673971634,8.564786497,8.719257013
YKL058W,8.818470265,9.453698664,9.362435959,9.2466249,9.59880426
YKL059C,8.782028344,8.617848088,8.581551244,8.735576088,8.645326531
YKL060C,14.0506297,13.99351862,13.97680363,13.98256695,13.96290881
YKL061W,6.668980398,6.966894748,6.884758875,6.896659573,7.038106933
YKL062W,8.560957059,9.028263954,9.516053755,9.586273019,9.945707705
YKL063C,8.529477973,8.568057578,8.475922869,8.368739647,8.952187522
YKL064W,9.257301473,9.137433579,9.277987937,9.296892688,9.262042767
YKL065C,11.22604824,10.73634833,10.56704943,10.4354051,10.79576642
YKL067W,12.10809855,12.48885429,12.65127887,12.73299279,12.07294694
YKL068W,9.115746323,9.222030335,9.179639727,9.370444746,9.674997068
YKL068W-A,8.298793475,8.604958756,9.157182751,8.987847655,9.363995804
YKL069W,10.26625713,10.36645686,10.22737696,10.22257202,10.08714886
YKL070W,5.296089119,4.88823654,5.038259519,4.88185226,4.880242964
YKL071W,6.775801598,6.467704224,6.495163612,6.337913852,6.099162059
YKL072W,5.576816949,5.783240625,6.224754548,6.599232507,7.208753982
YKL073W,8.431125455,8.461867156,8.33703845,8.326053658,8.694797425
YKL074C,8.464880519,8.411261324,8.435420215,8.399744645,8.597072125
YKL075C,8.459649441,8.22265049,8.173322335,8.188468075,8.272951461
YKL077W,10.27826761,10.56340398,10.50662636,10.23934685,10.65692108
YKL078W,7.035009982,7.829434482,7.692068336,7.705600077,7.755194339
YKL079W,8.793912171,8.926432743,8.782937913,9.015098297,8.910515263
YKL080W,10.48056954,10.89493916,11.00192596,10.90818539,11.37074604
YKL081W,11.7240133,12.26084497,12.22298957,12.18842399,12.26974463
YKL082C,9.484879643,9.73563641,9.645911371,9.503286857,9.613049828
YKL084W,8.709610061,9.429002455,9.414422297,9.431308959,10.09920872
YKL085W,13.01178994,13.21524502,13.38679182,13.37269079,12.972818
